V4,V5,V7,V9,V10,V11,V13,V16,V17,V18,V19,V21,V22,V23,V27,V29,V30
82.59214286,122.3082639,256.5394631,220.9930435,166.5319697,242.3317361,221.0041667,170.3415278,254.9653472,236.5909375,228.8488889,171.4855208,152.9425347,170.6161458,246.77875,205.5627778,132.9001042
106.7816667,122.7056597,262.9576615,204.5427174,162.6666304,233.2499653,169.4070313,146.5540972,232.6629861,186.3947917,193.6336806,153.0338043,148.7863889,156.8986458,196.1384028,183.95375,110.3260069
131.2260764,173.3605556,269.3758598,191.8623188,109.0436364,202.7520486,185.6997464,144.2225694,221.2847917,155.0930208,166.4571181,183.6842361,123.5604757,140.4917014,174.3291319,144.5302431,88.67131944
120.836875,169.9597917,275.7940581,148.1755435,85.05141304,144.3291667,147.1393116,111.13625,166.055625,130.7912153,134.981875,149.191,101.2767401,112.1238889,109.1823485,139.4701736,76.69444444
121.06,102.6651389,282.2122564,136.1616304,92.41228261,143.47375,122.3063768,94.26642361,157.2401389,108.8851042,89.68579861,128.9061364,74.33885417,71.4975,116.6979514,121.4465873,74.74305556
121.06,142.01,370.7335,132.4893478,94.71322917,154.2490972,132.2469565,94.57083333,172.4627083,94.40677083,113.4651736,138.4568778,81.41697917,84.07110895,100.5542014,110.4919444,68.7571875
121.06,77.98315972,51.29315972,101.4621739,68.1375,102.9848958,132.2462681,57.36482639,140.1308681,80.49822917,97.15892361,135.9012896,68.42017361,77.68636549,84.39927083,82.1825,49.51541667
121.06,177.4613542,46.89604167,96.21916667,55.16979167,99.60604167,100.5202174,52.4065,150.7218056,63.47048611,87.29760417,133.3457013,104.769375,71.30162203,66.87885417,65.96847222,41.85329861
121.06,59.4459375,53.02513889,87.73597826,47.65043478,58.41364035,187.5838636,37.02458333,119.3043403,68.05024306,29.67,130.7901131,69.56079861,64.91687857,78.83482639,63.93868056,37.27472222
121.06,44.68763889,40.65479167,121.366413,45.05369565,69.54249931,80.58018116,44.47767361,139.0685764,70.26017361,45.39861111,128.2345248,47.62302083,58.53213511,121.7925,67.220625,37.97722222
121.06,46.81645833,31.84055556,92.23423913,47.08890625,74.83258559,63.71315217,53.99833333,116.7585764,50.48180556,47.21267361,166.58875,62.34538194,41.94423077,46.21192308,49.64375,34.34614583
121.06,45.18086806,151.7546014,97.22430556,57.84411301,80.12267187,81.50804348,60.10295139,91.76307018,44.81986111,68.49309028,71.58111111,34.59864583,49.56054167,88.5878125,59.32670139,39.80493056
121.06,60.20086806,94.34744282,109.8697826,66.32435186,82.50717949,105.556087,75.60163194,136.6854861,55.0346875,73.98958333,69.48590278,67.45989583,51.81395833,75.25541667,74.37472222,49.54878472
121.06,64.87430556,64.24796296,117.5156522,74.80459071,112.8051042,101.9687319,69.68444444,124.1851736,66.46934028,73.18829861,79.20607639,72.38947917,63.23197917,96.26958333,80.00753472,48.933125
117.363,73.92104167,57.88694444,130.0486957,83.28482956,105.7105208,110.9070652,93.71024306,138.1585764,76.59041667,93.39541667,109.0123611,82.91921053,85.6553125,112.4294444,99.57444444,64.98756944
135.6582986,98.38798611,121.9754167,148.8925,94.63425926,151.2773611,140.4941304,112.7815278,203.4062847,106.1501389,110.1181597,134.1871875,112.6748333,109.3445139,121.135,119.5762847,75.32305556
133.3554514,94.10204861,91.06270833,146.3083696,97.60470238,139.0781597,147.7566667,99.69652778,164.7801736,93.73336806,102.1647917,118.0642708,113.5245238,89.51541667,117.3905435,112.4054514,70.10420139
88.94496528,65.67423611,73.27978261,117.1788043,80.13387389,103.1407639,101.0995652,60.37760417,144.31125,76.67482639,62.35253472,92.11,80.03305556,74.92645833,56.88166667,80.01666667,47.32201389
78.29375,64.14888889,58.75474253,112.5591304,61.58819444,83.22503472,93.48108696,66.35607639,174.8735417,66.82159722,61.43527778,78.52475694,78.01916183,63.53958333,68.29357639,76.11701389,45.56142361
103.3004861,76.11358696,38.78520833,128.2459783,78.71486111,120.9413542,113.5785145,100.7727431,133.90375,69.95767361,83.65215278,92.91663194,72.22684911,79.72885417,97.25409722,96.47722222,59.82739583
86.45649306,63.92149306,40.05756944,107.8588043,48.71875,115.0572222,90.88065217,63.648125,142.7386458,57.81059028,62.46826389,83.79055556,66.4345364,62.56274306,82.20385417,74.76986111,43.90756944
81.67777778,60.9721875,28.63048611,95.62021739,58.69208333,103.1327431,81.87634058,70.01090278,145.2355797,54.92125,55.14868056,76.495,60.64222368,57.15079861,68.36177083,77.66486111,43.86395833
104.2773958,58.81107639,53.88510417,102.9723913,51.62108974,100.6472917,90.33471014,57.50222222,112.3572917,49.49868056,61.79180556,85.86597222,48.84607143,56.43612319,72.19302083,67.00083333,39.94395833
89.52680556,68.905625,49.05256944,110.2667045,64.45857639,107.1503472,103.6109058,71.77427083,124.6936458,64.71979167,63.51024306,89.59690972,77.79358696,71.52552083,79.70857143,77.69565789,50.80753472
143.1530903,105.1603125,75.87284722,153.7136957,105.3902899,148.1638542,152.4801449,132.7046875,206.3240556,93.96215278,105.2432986,130.3757738,109.8732986,104.9790278,121.9,142.2761275,75.74388889
187.8285764,140.5310417,111.0946875,215.3395652,139.968587,177.6526961,217.7188406,162.6928125,226.5770833,149.8904861,131.2199306,156.478125,149.16375,138.0551389,129.0278414,150.9572569,102.9117708
177.4359375,127.2938194,114.2710764,219.1202381,128.470119,168.887306,205.957029,143.8009375,252.7674306,183.9178819,121.616875,182.3961458,129.6631944,136.0197569,143.0814767,169.3000694,110.200625
156.6810069,106.6876736,104.8627431,185.7822826,159.5323485,164.8469211,172.1951812,107.7090278,225.5023611,147.3969792,132.7975347,124.8706944,137.0618403,117.9365278,169.5061111,149.8173958,110.1191667
165.7275347,86.88638889,90.05927083,191.2117391,130.9972727,160.8065362,163.5811594,151.7028472,203.283114,121.2076389,129.5379348,138.6945486,135.1166667,131.9873611,153.1861111,133.8777083,93.34486111
136.2729348,117.4337745,82.27180556,155.7011232,98.66897436,156.7661513,142.6497826,111.4349653,177.6321528,100.3448958,87.95881944,128.2824306,80.78041667,109.2425347,115.8211957,98.96902778,61.59895833
131.8535069,106.7831159,90.24388889,176.1002174,95.61314394,152.7257664,161.2689855,186.7674653,202.2780903,96.7603125,99.0221875,109.0175347,92.52118056,102.2339236,143.2544792,109.4692014,68.48913194
249.8181944,103.5233333,79.68895833,195.3972826,114.5112719,148.6853815,172.8227174,114.3624306,228.5162847,106.8060069,103.6653472,128.7303472,93.14371528,108.4975,152.8535417,131.1346528,64.83690972
281.4818182,99.50385417,56.04055556,152.2915217,90.61778986,144.6449966,140.4882609,99.76756944,196.7461806,82.33788194,102.7602778,103.2420139,75.39980769,100.4651042,118.4308333,94.30357639,62.89135417
177.664,67.60032609,58.00006944,140.0486957,80.82742754,140.6046117,115.1648913,80.96684028,195.5194792,78.92572917,87.68864583,92.33083333,77.04195678,84.41861111,115.2488542,80.43090278,60.15190972
102.8002431,71.09447917,54.85975694,128.9977174,75.66746528,136.5642268,100.2377174,66.40590278,161.3788542,70.82583333,88.9646875,78.39013889,76.25635604,61.52537879,107.0600347,73.43795139,53.11875
98.90010417,75.999375,53.90361111,119.3481522,74.03552083,132.5238419,112.3684058,87.62295139,162.4192014,89.14079861,108.5792014,96.01027778,75.47075529,97.30338235,94.22659722,76.14684028,52.73809028
131.3342014,106.3492708,68.07006944,166.8575,95.71398551,128.483457,158.2796014,132.2450725,161.6119792,100.0643056,92.0971875,84.75423611,74.68515454,95.80774306,138.5142361,108.6386458,68.08392361
136.4127778,208.9333333,86.61829861,181.8301087,125.3743841,124.4430721,203.6444565,158.39,197.4824306,105.4644444,79.29550725,101.1085417,73.8995538,112.7854167,164.4913194,119.4958333,77.3759375
107.88875,86.21423077,66.7753125,129.158587,68.32947368,120.4026872,110.6911594,98.21152778,183.0840625,60.02772727,68.16583333,76.45604167,73.11395305,72.41194444,96.28793478,77.248125,55.77399306
70.88475694,65.22322917,53.28659722,100.1170652,59.07315972,116.3623023,87.27887681,67.92822917,145.8253819,59.16939394,46.65420139,69.40795139,72.32835231,60.1559375,71.25229167,57.28510417,51.81371528
63.36645833,59.55732639,47.02628472,69.12543478,52.91097826,112.3219174,73.25807971,36.27975694,161.3503472,40.97430556,43.00461806,54.52815972,71.54275156,46.15326389,51.02284722,50.13173611,35.91690972
221.300942,70.72774306,46.40701389,80.6151087,61.84430556,108.2815325,74.69061594,40.02798611,156.7814583,54.55989583,43.61986111,59.78458333,70.75715081,59.23579861,72.59180556,55.88024306,46.33166667
64.506875,66.36579861,60.17604167,88.85666667,64.20880952,103.7480769,83.30822464,59.79170139,129.9475694,54.88017361,56.59881944,67.0925,69.97155007,58.96111111,82.76,59.2465625,46.64395833
87.25864583,93.51940972,57.36072917,122.1229348,84.83239583,104.9607986,113.4612319,77.971875,184.6120833,82.75197917,67.73746528,99.48391304,69.18594932,89.80076389,97.39854167,81.54274306,59.50947917
96.73489583,95.96135417,56.41666667,97.65021739,77.75920139,90.62309028,110.2410507,70.68510417,166.4535507,85.54756944,73.2075,80.80413194,68.40034857,82.14666667,86.758125,79.585,56.33517361
71.84704861,77.61125,64.66072917,96.70521739,76.19670139,91.914375,95.51224638,76.99190972,148.3640909,68.0015625,57.01079861,76.80277778,67.61474783,67.89534722,77.91239583,56.53461806,50.76537879
58.673375,62.16007576,48.82451389,81.13858696,47.94166667,85.26788194,80.16155797,57.19954861,133.395,47.47607639,39.54534722,61.63514493,66.82914708,77,59.59572464,39.2140625,39.16897727
60.3040625,64.49041667,40.68694444,71.24427536,47.48711806,82.41253472,82.51626812,39.88840278,208.579375,60.13569444,36.92128472,62.695625,66.04354634,63.66562879,80.82395833,40.74555556,41.18960145
45.3125,49.17072917,44.09190972,74.6651087,42.57013889,73.85697917,68.60083333,33.62885417,173.5650694,47.35190972,26.45152778,54.04118056,65.25794559,57.00935572,90.865,43.35184028,46.715625
45.49854167,54.47479167,28.64822917,57.87336957,43.06006944,69.35954861,54.2242029,31.77770833,83.69375,47.805625,33.54760417,43.42583333,64.47234484,45.54614583,50.892,41.92985294,32.52323529
44.04135417,51.07611111,35.49166667,65.14141304,36.81479167,74.79361111,67.53525362,31.57236111,155.224058,54.21670139,32.090625,51.39427083,63.6867441,44.63493056,55.34548611,48.41443234,34.116
50.53649306,53.2328125,42.86454861,80.13706522,52.59104167,84.4334375,67.32619565,33.41653846,165.2697826,59.03048611,47.03979167,59.63427083,62.90114335,42.36611111,61.73201389,52.12638367,36.9934375
53.165625,54.8853125,49.60899306,91.02647727,59.16618056,87.98444444,70.92094203,25.61,137.163125,54.1023913,58.29489583,59.17125,62.1155426,50.39243056,68.05871528,55.838335,45.74407407
60.74059028,60.26638889,52.68951389,81.1875,60.55632576,89.03677083,73.40079167,28.6039159,168.0915909,52.15774306,50.8515625,67.53732639,61.32994186,51.50565972,65.21579861,62.3765,42
55.81732639,60.47552083,44.99767361,92.78994792,53.82854167,99.4185,71.50194444,28.92817967,175.6985417,46.48131944,57.10378472,61.10041667,60.54434111,46.2009375,67.44798611,59.74225694,51.359375
62.08638889,65.17583333,51.16923611,75.26364583,56.00881944,94.84625,64.58960145,29.25244344,181.6606522,49.36177083,46.0028125,54.9734375,59.75874037,51.45326389,63.4890625,51.78899306,57.14583476
58.60131944,62.84375,63.2065625,69.80336806,55.82623188,92.62305556,77.49608696,29.57670721,154.6734783,51.20270833,54.13527778,63.66611111,58.97313962,55.39942029,65.2321875,58.01072917,67.828
71.13107639,99.38116667,51.50732639,96.37038194,73.07666667,112.3027778,102.4568116,29.90097098,208.9801087,94.1753125,59.35621528,80.83697917,58.18753887,70.01920139,77.15635417,75.66153509,53.51979167
102.9058333,98.97625,72.56104167,140.4184375,99.10944444,129.5597569,131.6906522,30.22523476,206.6356061,89.81760417,88.73072917,105.8408681,57.40193813,106.2090476,112.4255208,114.1867361,68.05847222
107.5003125,103.5011806,70.90135417,123.6709375,107.4287319,138.7511806,129.4421377,30.54949853,261.042451,90.49041667,70.56725694,105.9345833,56.61633738,113.4345139,132.3606667,357.9706597,69.46611111
106.9201042,99.100625,59.53451389,115.780625,140.5925397,115.3107986,124.3563636,30.8737623,226.747549,92.42253472,69.92305556,103.8560417,55.83073663,106.1677431,95.53357143,285.1003623,60.97885417
71.65572917,69.00951389,40.97388889,76.48326923,161.5969318,94.66013889,80.30047101,31.19802607,172.4622222,68.61434028,54.28725694,68.425,55.04513589,66.17430556,70.73090278,149.2366667,40.53239583
47.85815972,48.29671053,22.64083333,84.01257173,43.32375,89.11790043,56.45020833,31.52228984,196.545592,52.82368056,17.85173611,70.61257308,54.25953514,36.64041667,44.26927083,143.2063194,24.02326389
60.49920139,64.13989583,28.80722222,87.631,73.03259259,81.769569,68.74695652,31.84655361,219.2326923,57.41482639,56.35479167,55.10175,53.47393439,46.94444444,52.85006944,95.29642361,60.64282609
59.16135417,59.30503472,32.61694444,67.39058824,146.0016667,73.08541667,67.33942029,32.17081739,154.2620139,55.33517361,32.82298611,61.63180556,52.68833365,51.082,50.81451389,59.22396825,38.22045139
44.69305556,52.80954861,31.00538194,86.65673077,62.81222222,75.84760417,70.16297101,32.49508116,187.2144231,39.3371875,72.43006944,58.83260417,51.9027329,43.42409722,56.12166667,56.57712963,34.37510417
51.38493056,54.11215278,44.13645833,75.46385417,44.7355,76.09145833,71.56416667,32.81934493,173.1282937,37.71465278,47.83017361,51.19142361,51.11713216,43.58340278,66.30461806,58.52090909,37.25996528
49.9346875,55.41246528,35.35767361,67.38114583,53.23375,68.74861111,70.4478125,33.1436087,156.2434583,45.34663194,62.94861111,54.43788194,50.33153141,27.57583333,65.00715278,64.26163194,34.76236111
62.85777778,64.11545139,67.62177083,79.78989583,55.89558946,79.67020833,76.81958333,33.46787247,183.6854861,49.32909722,65.74663194,59.82916667,49.54593066,60.84779762,70.55482639,65.44753472,38.75972222
58.93305556,62.69586806,54.32618056,76.48854167,58.24964286,79.24888889,74.06199275,33.79213625,170.7280208,68.44489583,47.53183333,57.75927083,48.76032992,51.29680556,62.96708333,63.30760417,46.54777778
61.9721875,58.76048611,45.00465278,75.17625,57.81777778,71.68451389,77.55895833,34.11640002,143.1243056,50.16347222,65.90970238,73.61416667,47.97472917,52.67771739,63.55024306,68.46128472,37.02552083
59.90538194,62.805,44.56972222,82.295,72.77854167,85.55965278,77.230625,34.44066379,186.0726852,42.41461806,85.4909375,75.17340278,47.18912842,59.89055556,79.03697917,71.20684028,34.66217391
53.28524306,55.40246528,34.60513889,76.31427083,56.58738095,65.66520833,70.861875,34.76492756,195.1198106,45.50934028,87.162,70.8671875,46.40352768,48.27836806,59.04506944,61.27788194,38.44644928
52.90663194,54.21895833,22.95307692,56.96461806,78.14377364,49.1171875,54.42173611,35.08919133,185.5571491,46.91847222,42.21213768,57.989125,45.61792693,41.55345238,38.47444444,53.67138889,33.86605072
51.69045139,56.04985507,14.36636364,64.14642361,106.8593182,54.22027778,65.49425,35.41345511,195.7367593,55.53420139,43.26692308,67.62071429,44.83232619,49.28511905,46.97308333,96.96133333,41.64695652
50.22694444,48.52044118,10.175,56.918125,60.025625,54.77510417,62.16732639,35.73771888,150.9493452,54.12645833,46.07088235,73.96267857,44.04672544,44.78409722,46.51458333,56.96454861,41.37510417
41.05177083,44.825,15.88437166,63.55838235,62.69015152,54.49756944,62.89381944,36.06198265,160.5107639,40.49836806,30.33375,67.59639082,43.26112469,37.54263889,44.05809028,52.60034722,34.25458333
46.05420139,60.41944444,18.81399955,88.04571429,98.01996032,65.3484375,76.52938406,36.38624642,139.4264236,37.98965278,71.57897436,58.37333333,42.47552395,45.00795139,52.00350694,56.2471875,35.54268939
55.87784722,65.12260417,21.74362743,93.83045139,92.60525,86.32378472,81.93043478,36.71051019,170.0026736,59.79434028,64.30469697,74.603125,41.6899232,58.71492754,78.46342593,70.91336806,35.60869565
67.82298611,74.96979167,24.67325532,97.9978125,64.65052083,92.24381944,95.64253472,37.03477396,150.6138492,43.74888889,68.53611111,80.10746528,40.90432245,69.10013889,78.4265625,97.12885417,45.81608696
61.22326389,59.72444444,27.60288321,86.73947917,64.11586806,79.06958333,78.77114583,37.35903774,128.5578125,36.99302083,53.33944444,65.48782609,40.11872171,57.84930556,73.83465278,120.4329167,40.57638889
53.17798611,49.64194444,30.53251109,76.53753472,54.33944444,66.493125,78.25357639,37.68330151,182.73875,29.22322917,61.85861111,51.2878125,39.33312096,41.29256944,50.77267361,60.64854167,36.09649306
34.97565972,40.2503125,33.46213898,56.9328125,37.83625,44.01777778,73.85236111,38.00756528,170.2201042,29.43701389,85.32298611,44.23732639,38.54752022,29.96305556,33.88565217,43.10336806,27.35215278
46.58590278,53.05131944,36.39176686,73.94510417,47.01847222,55.48262834,80.5225,38.33182905,155.3507292,24.79350694,95.47618056,56.7721875,37.76191947,39.87822917,36.96576389,55.006875,37.44736111
59.2246875,56.51736111,39.32139475,81.3890625,46.16364583,62.99637102,78.31213768,38.65609282,141.843631,44.66885417,39.60072917,59.50614583,36.97631872,45.64222222,45.10197917,63.37336806,40.49986111
71.61600694,66.78649306,42.25102264,96.0440625,54.58769841,72.68583333,92.5548913,38.9803566,165.2465278,45.04309028,62.20607639,71.03736111,36.19071798,55.29724359,55.2446875,115.2869792,43.3328125
68.22951389,66.18802083,45.18065052,93.3090625,52.2,65.69420139,86.02619565,39.30462037,216.4262302,52.10380952,75.56121528,69.23336806,35.40511723,62.73102564,54.19807018,95.75020833,43.95392361
59.42927083,59.33052083,48.11027841,62.6071875,50.04022989,45.67208333,87.33021739,39.62888414,111.7470588,36.66305556,107.1010417,64.52534722,34.61951648,52.60138889,36.69357143,76.60787037,34.26496528
46.60072917,53.72034722,51.0399063,35.6095,47.25598485,40.01611111,65.35902174,39.95314791,103.429697,60.01138889,100.3023611,58.2877381,33.83391574,40.44479167,52.72371528,72.38739583,53.33704861
71.77711806,68.86173611,53.96953418,110.8861111,42.90104167,51.09777778,101.8863542,40.27741168,99.13768116,67.89642361,64.55358696,86.04850694,33.04831499,54.78416667,76.33142361,90.30336806,55.05236111
78.1225,80.78708333,56.89916207,80.2390625,67.99274306,63.54416667,121.7291667,40.60167545,111.7507986,64.78128472,44.60444444,51.09006944,32.26271425,63.68038194,78.60274306,77.43232639,36.26631944
63.09760417,75.08818841,59.82878995,74.1690625,95.26166667,57.29097222,280.6840417,40.92593923,86.74114583,63.54135417,44.45083333,78.64982143,31.4771135,54.0525,71.2653125,83.34277778,44.42444444
57.84,68.6646875,72.94864583,64.019375,64.87965909,51.85027778,143.899697,41.250203,68.42814394,51.11895833,46.83486111,55.15391667,30.69151275,57.56927536,56.45246528,79.40404762,43.91229167
58.13791667,65.29352273,34.73145833,59.42645833,48.83494048,51.83971014,91.98260417,41.57446677,80.27361111,38.63992754,49.70517361,51.90409722,29.90591201,51.79016667,56.11024306,72.86819444,51.5425
57.00072917,67.58314815,36.005,61.031875,46.98013889,46.71600694,75.05232639,41.89873054,59.38298611,53.60940972,47.13774306,59.71184028,29.12031126,58.50922619,56.88288194,173.3355556,45.58319444
63.1075,68.84345238,53.16954861,62.50114583,45.34111111,54.25854167,74.68020833,42.22299431,87.10663194,35.08421875,50.85576389,63.92350694,28.33471051,60.90875,60.67020833,109.3469097,49.19340278
58.85822917,71.06510417,51.4484375,66.69947917,49.63298611,58.08822917,81.38986111,42.54725809,116.2924653,65.0562037,56.57409722,70.0725,27.54910977,59.37548611,58.39399306,371.6531818,43.85722222
67.55135417,74.58895833,37.83121528,73.56739583,52.3246875,65.59680556,90.646875,42.87152186,148.8391319,59.30677083,60.56923611,63.98034722,26.76350902,62.74579861,63.72048611,344.9991667,51.51350694
68.715625,72.37732639,36.83472222,90.59197917,56.07940972,66.33298611,89.95277778,43.19578563,145.9670139,62.11315972,58.52239583,86.4946875,25.97790828,64.48381944,61.59944444,168.5155208,49.06934028
71.54625,77.77458333,40.004375,100.4982292,63.68534722,76.17739583,99.79680556,43.5200494,182.8718403,82.633125,74.31006944,114.3520486,25.19230753,71.61833333,72.02701389,93.33048611,56.0275
60.325,71.62760417,42.71475694,95.81114583,61.41232639,71.15177083,102.8422917,43.84431317,183.7810069,72.30954861,64.17673611,104.4584028,24.40670678,60.80475805,67.12819444,617.9983333,51.0196875
95.31539206,67.55208333,35.91475694,82.843125,61.03152778,66.29069444,85.6390625,44.16857694,170.4693403,85.90454861,52.78489583,100.6625347,23.62110604,62.49576389,59.03902778,465.8355072,46.47538194
122.6304077,58.05892361,35.87805556,53.776875,51.48298611,57.0465,81.16694444,44.49284072,151.7640972,65.18215278,62.16430556,83.62916667,22.83550529,51.21472222,49.52506944,95.00826389,37.89427083
149.9454232,38.4890625,42.65065972,54.05981066,35.82996377,61.87969711,63.64666667,44.81710449,73.6984375,40.11243056,34.94854167,167.1041667,22.04990454,29.40836806,42.14652174,260.7868478,34.07111111
177.2604388,33.38701389,25.93270833,49.95151275,37.59625218,65.07940177,31.87371528,45.14136826,25.7965625,26.46520833,28.67267361,93.15614864,21.2643038,26.91947917,29.05135417,184.9285417,24.3748913
204.5754544,44.19671053,35.46399306,45.84321484,35.85223384,68.27910643,46.3834375,45.46563203,68.66615942,32.55520833,69.62371528,73.63510519,20.47870305,32.30775362,46.39725694,519.5644048,62.14329861
274.8791667,41.80291667,36.77,43.0396875,34.19891667,71.47881109,45.61774306,45.7898958,74.30069444,26.75298611,27.12760417,38.57530303,19.6931023,26.26173611,33.05496528,43.89677083,39.72784722
70.07183333,35.51541667,21.31496528,30.36427083,30.20899306,81.6212963,36.82065972,46.11415958,65.58617424,29.59427083,17.18586806,28.63147436,18.71,28.20942029,29.99777778,36.77337719,31.15173611
29.73049242,36.00479167,24.32454861,29.37854167,35.41326389,28.36638889,39.88020833,46.43842335,53.53541667,26.26888889,10.05284722,50.3780303,19.11042548,24.96184028,29.72291667,77.03476664,42.95256944
25.02,31.85475694,25.35850694,30.53447917,37.83423611,21.93809028,36.80735507,46.76268712,58.71527778,17.67791667,15.31444444,19.461,19.31334941,23.31583333,29.58319444,44.90694444,43.35295139
26.5822975,39.85635417,30.67236111,41.11770833,42.44270833,34.6753125,44.04670139,47.08695089,70.01923611,35.32861111,15.95454861,28.21527778,19.51627333,31.74760417,37.84121528,53.44625,49.38875
25.31500404,31.43711806,40.15711806,34.4834375,38.78038194,32.2340625,33.30607639,47.41121466,57.08711806,19.74138889,18.52291667,31.7709375,19.71919726,24.53621528,33.8528125,185.8426111,44.41642361
23.41583333,34.56180556,22.55944444,35.09102273,34.02315972,31.05145833,52.8667029,47.73547843,53.47979167,38.15628472,31.93298611,41.51545455,19.92212118,26.26940972,36.33638889,149.4293403,42.87878472
24.51215278,36.73583333,18.51979167,33.46055556,31.69260417,26.54166667,39.5859375,48.05974221,40.31477273,25.35302083,14.38125,24.78536232,20.12504511,26.31909722,27.99055556,192.1824306,28.37988636
31.85206349,41.10940972,17.46697917,47.91020833,34.26319444,38.3378125,45.63977273,48.38400598,48.15837121,40.97506944,24.1934375,30.84356061,20.32796903,33.65243056,37.07628472,105.6904514,40.66881944
20.03836806,27.81541667,6.020555556,29.81,28.86394444,25.66340278,25.58923611,48.70826975,50.50048611,18.63190972,18.93763889,20.97929487,20.53089296,20.34006944,22.43864583,25.66163194,27.24659722
25.17604167,32.24878472,5.994375,30.15322917,34.10534722,25.03982639,30.47541667,49.03253352,56.08072917,22.55239583,15.97059028,30.51883333,20.73381688,23.89072917,25.99423611,151.684951,37.16197917
44.36545139,64.47729167,17.27454861,68.82395833,60.81503472,52.52701389,69.57684783,49.35679729,91.65861111,56.37076389,48.75333333,48.02440972,20.93674081,52.43361111,57.56024306,265.0302431,70.47354167
48.63055556,52.19879167,14.98215278,57.73607639,59.65177083,47.16291667,56.84989583,49.68106107,93.59635417,57.136875,44.19625,41.70770833,21.13966473,46.45076389,51.19072917,131.3972569,60.82065972
39.13061594,67.27479167,16.25576389,70.85416667,56.15302083,54.18052083,70.10197917,50.00532484,83.18371528,55.97600694,41.58232639,46.76291667,21.34258866,49.98880435,54.10449275,91.95065972,60.04513889
47.63930556,60.88982639,19.21728261,79.92208333,51.94815972,60.51951389,76.95474638,50.32958861,105.4346181,77.95888889,42.48416667,49.22706522,21.54551258,47.46211806,59.83611111,107.8769097,64.67715278
50.20402778,58.69388889,17.5543585,78.33618056,46.61678571,66.6175,78.33923611,50.65385238,121.7798016,67.4428125,51.95635417,56.12988636,21.74843651,43.77621795,62.6821875,188.9461806,63.55739583
46.10684028,54.67388889,18.55489583,64.84760417,36.30309524,6.885,68.59472222,50.97811615,114.3973958,65.0615625,46.45013889,42.74927536,21.95136043,34.61285714,54.17288194,72.68618056,60.51885417
31.05326389,38.16756944,10.28270833,41.400625,28.48597222,18.28133333,41.32614583,51.30237992,69.26090909,36.52534722,27.11086806,25.34119792,22.15428436,27.99767361,30.02391304,55.60565972,31.28913194
42.47909722,51.46868056,14.00114583,62.60583333,47.50472222,58.16336806,72.55944444,51.6266437,98.23065972,47.39315972,78.91756944,47.32304348,22.35720828,41.01822917,51.20482639,79.38263889,63.03503472
33.18479167,44.90284722,14.22555556,51.54760417,38.32715278,46.50954861,54.5140625,51.95090747,89.03508333,34.49621528,28.0684375,36.27607639,22.56013221,34.50420139,42.31916667,49.868125,53.72555556
23.24476852,32.70475694,11.75822917,30.93378472,27.20409722,29.98211806,31.58388889,52.27517124,64.18655556,20.48670139,23.65704861,18.25028986,22.76305613,19.31118056,25.24354167,31.18513889,30.22440972
23.11336806,33.64861111,11.239375,36.82045139,41.16767361,35.02680556,31.14402174,52.59943501,53.43027778,19.36770833,31.83305556,15.39411458,22.96598006,21.45625,34.59635417,51.87677083,45.85190476
32.96871528,38.17371212,13.7209375,44.25020833,49.23086806,45.13232639,39.39767361,52.92369878,47.37586806,31.79572917,50.15159722,19.78057692,23.16890398,28.02215278,43.23604167,54.12988636,50.91659722
41.64788194,47.03697917,17.51097222,54.54333333,58.5978125,57.56716667,49.95881944,53.24796256,58.11579861,43.02878472,31.26875,34.54387255,23.37182791,40.41784722,49.3323913,61.71875,63.80385417
33.49430556,37.98427083,9.997395833,39.32958333,36.01940972,39.34057692,36.19791667,53.57222633,42.02833333,30.26204861,36.15410116,29.07607143,23.57475183,26.94055556,34.76854167,37.79236842,38.31475694
30.87170139,36.30836806,8.813402778,54.89628472,54.65333333,35.81809028,43.18201389,53.8964901,39.76677083,27.45760417,37.17660848,28.9575,23.77767576,26.4925,34.69607639,45.24090909,44.0490625
27.54753623,36.16850694,8.475902778,29.80104167,22.97375,26.38506944,31.84270833,54.22075387,47.71486111,24.5478125,38.1991158,25.25458333,23.98059968,24.04861111,27.04697917,44.35701138,31.94930556
28.25395833,32.63850694,9.923611111,41.845,45.11305556,39.30805556,35.76048611,54.54501764,46.98875,27.28020833,42.19416667,27.58635417,24.18352361,26.26681373,39.24243056,43.77822682,51.95100694
35.9003125,40.82112319,10.63517361,47.45666667,44.44309028,44.73361111,39.77666667,54.86928141,56.7578125,37.05760417,35.09913194,27.27988636,24.38644753,28.97149306,39.12708333,43.19944227,48.08111111
23.09166667,28.1625,6.405138889,30.14541667,29.83771739,27.91763889,29.22666667,55.19354519,39.70114583,20.43729167,21.76840278,21.09125,24.58937145,17.30771739,23.17847826,21.537,29.47222222
24.1425,31.28215278,9.901493056,30.41385417,35.7603125,26.44006944,30.9115625,55.51780896,47.86725694,19.73510417,14.53868056,20.792,24.79229538,20.78952899,26.75802083,29.1335,30.64559028
30.2159058,38.75149306,9.170694444,44.54552083,40.58878472,40.04201389,39.66756944,55.84207273,46.91069444,52.05833333,33.78927083,26.0857197,24.9952193,27.12631944,33.57534722,123.2653772,35.70291667
32.6815625,39.46739583,11.09666667,43.4771875,48.02871528,47.3078125,44.45163194,56.1663365,62.63961806,26.896875,84.44222222,31.31318182,25.19814323,32.14711806,42.08072917,182.1967715,42.26960784
