V4,V5,V7,V9,V10,V11,V13,V16,V17,V18,V19,V21,V22,V23,V27,V29,V30
124.89,74.69,104.64,108,97.75,96.55,98.12,66.64,160.44,74.14,124.47,111.54,131.52,90.79,86.95,93.45,98.71
125.23,88.23,102.76,141.54,107.69,111.66,114.96,82.67,181.43,86.83,141.04,111.08,137.52,101.62,111.52,121.67,115.23
199.8,110.6,179.34,216.65,149.41,154.43,181.19,111.27,200.55,113.75,212.5,173.14,194.23,140.01,176.85,193.77,174.09
157.44,117.92,152.85,180.03,159.53,155.74,175.05,91.86,161.36,121.25,198.45,188.14,185.84,130,126.4,181.56,170.46
159.62,105.88,159.54,175.62,136.12,148.91,162.19,85.36,185.75,134.44,176.36,167.8749852,168.77,117.6,164.92,160.79,144.97
164.9,125.39,171.54,200.65,154.54,168.33,159.41,94.54,265.86,165.48,204.72,166.1543099,193.64,133.78,174.63,172.84,166.86
115.68,72.82,132.65,171.3,115.02,133.33,110.46,77.87,164.25,127.38,134.3,164.4336345,152.83,94.45,125.41,149.77,118.53
112.13,63.07,127.68,124.97,73.44,88.71,97.92,54.65,144.63,85.43,100.45,162.7129592,90.04,70.13,79.94,107.24,79.71
82.53,52.44,145.05,109.11,81.77,75.43,83.05,42.14,183.63,51.31,73.48,160.9922838,103.39,67.43,105.49,74.7,65.6
92.56,62.26,104.54,124.39,71.14,98.52,89.66,51.78,202.17,84.51,65.1,159.2716085,82.37,75.07,115.97,96.28,90.93
37.5,75.11,149.6,158.46,102.3,137.66,114.67,67.46,228.75,125.09,84.98,157.5509331,106.68,100.03,156.53,158.27,109.42
37.5,93.66,167.75,186.28,144.93,156.13,131.86,73.13,287.46,124.91,169.85,155.8302578,176.88,104.93,273.93,166.54,137.12
64.81896825,95.07,148.53,149.42,101.74,120.81,127.28,78.34,205.01,127.56,113.5,154.1095824,139.6,100.65,105.12,127.48,120.18
85.97084531,92.06,163.14,223.8,139.28,144.17,181.8,97.43,226.59,139.91,188.17,158.58,170.13,136.57,194.42,198.45,171.95
107.1227224,110.14,163.8,190.8,124.65,144.45,133.6,97.14,210.94,119.6,190.96,131.16,148.37,112.52,116.44,110.52,104.58
128.2745994,90.69,139.39,188.54,123.18,131.49,145.69,75.66,219.53,103.24,153.98,128.15,154.45,133.62,147.94,137.59,134.45
149.4264765,118.24,213.95,233.68,135.87,183.13,187.24,113.5,291.07,149.34,184.44,179.55,175.21,150.47,175.84,175.19,161.43
170.5783535,180,277.1,282.53,218.98,215.31,236.03,159.06,338.96,209.05,279.52,214.16,284.14,208.59,223.91,273.5,239.95
191.7302306,141.4,182.64,242.82,177.44,215.65,201.27,137.67,282.08,202.21,274.09,206.49,229.72,173.87,187.62,218.36,187.41
212.8821077,55.44,210.17,204.78,147.36,165.32,208.4810696,91.39,244.22,163.55,197.15,75.34,199.18,69.64,157.14,156.81,136.22
247.16,177.46,189.5,244.45,174.05,182.49,209.39,77.73,250.37,183.83,257.3,118.97,240.26,162.29,173.38,192.11,193.37
200.53,105.48,206.26,220.63,169.83,175.06,213.2189747,101.86,204.96,195.98,235.67,130.36,220.01,157.59,154.1,190.49,170.38
194.73,155.86,236.44,244.12,191.35,208.38,216.1477696,91.33273377,306.45,212.1,263.5,193.79,227.54,177.69,178.24,198.75,191.27
133.8,129.9,235.13,257.19,178.34,185.36,219.0765645,84.09,281.69,172.97,258.94,143.27,215.09,158.44,207.01,230.61,202.21
200.98,115.09,226.56,198.41,153.95,159.12,222.0053595,78.47,205.43,128.94,199.45,112.14,180.26,114.76,180.47,194.1,182.43
159.62,114.32,245.83,249.11,168.79,161.24,224.9341544,108.08,247.21,180.82,213.54,144.54,207.12,134.58,175,205.63,168.14
130.5,124.71,238.36,220.41,166.98,176.36,227.8629493,101.38,222.74,208.53,232.23,143.03,202.52,151.8,228.32,195.35,181.13
174.67,143.77,233.31,220.11,142.2,163.56,251.47,122.23,283.69,179.59,229.29,167.53,176.45,170.6,158.15,180.01,147.37
161.4,142.9,227.2,230.18,182.71,199.11,201.84,133.79,241.39,157.48,221.91,174.32,221.42,184.85,163.83,181.83,172.33
144.41,123.59,211.08,215.01,175.59,178.42,180.21,121.43,209.46,210.16,283.66,168.16,226.92,151.99,156.61,180.31,183.89
145.14,125.15,202.86,275.35,190.13,179.69,191.41,121.71,230.88,190.37,204.37,155.15,226.59,145,156.96,181.91,187.57
131.17,130.56,228.65,236.73,181.97,171.44,219.81,109.96,249.56,185.63,268.66,153.62,215.04,157.56,162.27,195.73,181.62
109.55,93.99,164.86,145.81,126.75,123.87,144.9,79.69,182,121.6,180,105.06,162.28,113.57,103.81,123.78,107.65
110.49,115.52,203.96,201.01,167.24,167.18,161.84,89.28,249.01,165.94,189.16,141.76,189.31,134.22,139.48,185.89,184.54
92.35,115.84,217.57,212.72,145.34,151.15,211.67,91.2,225.62,174.21,166.56,169.02,194.22,126.12,158.72,181.98,178.04
105.04,169.48,254.87,270.77,198.98,185.75,249.76,138.61,254.48,169.46,212.01,171.02,233.92,177.55,175.34,196.66,194.9
180.26,157.2,220.65,231.27,136.94,175.34,213.85,105.62,251.31,155.89,170.17,164.24,153.61,152.7,151.01,156.23,166.29
230.45,161.73,243.52,263.26,142.93,182.5,231.8,126.42,255.77,148.81,179.6,195.3,167.33,188.5,141.69,171.16,152.05
217.64,169.32,207.94,191.69,132.55,164.96,161.14,117.83,196.05,128.2,163.32,243.76,145.77,163.58,124.29,138.71,135.94
101.49,108.33,129.64,117.94,83.94,88.67,113.09,75.06,152.18,118.56,115.95,112.95,105.8,111.55,67.94,94.11,99.72
173.8,113.75,134.81,134.39,101.51,99.33,141.68,87.87,160.5,152.72,107.7,141.65,122.41,126.29,80.58,113.29,119.02
201.34,151.07,175.95,212.13,162.16,148.86,181.42,134.2,207.24,154.99,172.33,193.55,189.81,171.29,110.72,164.7,177.18
215.44,151.35,285.65,214.44,139.28,181.6,198.77,111.03,205.47,130.96,184.58,170.83,159.21,163.54,119.47,158.77,161.62
228.61,160.65,141.07,236.76,177.62,185.86,193.04,107.85,249.48,145.16,175.97,170.42,205.26,156.28,129.4,187.81,180.97
257.73,166.51,239.29,232.56,160.34,97.26,272.81,143.36,280.32,166.43,187.94,189.37,210.21,196.34,136.2,177.32,183.64
132.29,105.04,134.85,122.3,118.96,102.95,145.26,85.69,161.64,116.43,113.89,134.22,113.55,104.83,78.11,106.2,100.14
129.45,103.65,154.38,122.57,92.8,109.05,227.75,87.43,159.91,122.46,70.29,122.87,111.19,108.64,62.87,97.76,91.5
104.91,98.29,113.12,120.55,102.68,92.51,184.07,78.99,182.73,122.05,70.25,126.91,120.35,103.9,86.47,95.28,97.24
122.05,109.17,143.1922903,146.45,97.81,106.4,310.32,95.58,169.07,136.79,168.81,156.6,134.09,126.4,69.68,116.35,115.73
118.51,115.21,157.923163,179.79,113.1,117.41,188.24,101.4,196.23,136.92,145.6641208,144.92,130.57,136.7,90.91,113.46,115.72
132.2,127.42,172.6540357,178.94,105.47,114.08,202.39,108.07,202.87,137.24,119.68,140.33,134.07,145.63,77.64,107.34,115.47
88.53,115.09,171.9,169.6,114.22,107.48,116.91,101.21,168.96,135.93,205.6170782,141.61,128.36,130.32,122.93,131.89,127.73
221.84,234.12,260.12,301.11,283.59,233.41,194.75,200.36,208.34,268.59,304.67,228.88,359.44,261.72,167.14,276.26,287.08
279.69,199.8,249.24,247.21,230.34,197.4,202.08,188.53,187.1138962,225.55,236.3881728,215.31,289.7,228.41,134.02,246.97,240.79
226.4,166.66,201.15,203.94,183.84,170.59,198.79,146.43,180.7417018,182.87,207.7128387,178.45,244.41,159,113.47,188.09,203.13
172.44,130.85,157.21,152.06,133.59,116.61,375.1,115.9,180,153.91,181.47,147.51,185.09,156.5728501,88.38,148.56,147.09
133.48,113.74,110.17,126.54,98.83,92.7,308.7075269,93.39,162.3322909,132.43,135.07,132.39,132.2,140.4146034,80.48,113.27,115.31
117.88,110.78,127.09,121.09,91.31,94.44,305.4309264,86.49,150.2950744,133.51,132.8449666,116.18,121.92,123.02,67.76,125.72,97.17
290.23,90.86,122.52,119.86,79.34,86.43,302.1543259,87.1,138.2578578,153.49,120.7398998,118.49,106.39,102.96,75.91,175.89,78.23
221.46,96.16,107.53,96.95,83.31,75.89,298.8777254,77.39,124.49,162.14,109.07,126.37,96.32,96.81,62.73,206.58,74.03
121.08,65.9,51.17,87.95,61.4,66.34,295.6011249,69.39,92.37,149.9317741,95.56154912,85.6,80.46,81.59,47.76,103.79,63.79
76.99,86.79509575,11.4,74.24,63.28,55,292.3245244,53.24,125.4,142.6971919,82.48826524,109.1239594,87.29,73.66,44.39,85.8,44.47
92.59,90.89,11.17,108.27,71.77,74.91,289.0479239,64.5,155.44,135.4626098,69.41498136,103.56,79.76,93.85,59.1,78.4,60.44
132.28,90.51,11.99,138.23,102.81,111.37,285.7713234,73.86,151.1,128.2280276,56.34169748,118.4,111.65,99.42,93.79,98.69,85.82
118.49,111.13,14.04,137.77,112.81,104.14,282.4947229,85.3,204.52,120.9934455,20.95,157.07,121.54,104.3,87.09,116.02,93.22
100.29,93.82,15.69,90.35,70.01,74.56,279.2181225,72.58,121.17,113.7588633,91.84,104.01,87.86,107.1936885,59.43,100.23,65.67
89.35,88.51,12.75,87,72.91,66.16,275.941522,58.28,136.36,106.5242812,91.9,93.01,92.25,111.1833383,60.17,81.8,71
121.42,92.52,105.21,112.41,87.28,80.66,272.6649215,73.89,165.1,99.28969902,97.6,101.94,113.4,114.02,72.47,106.23,86.3
93.3,106.41,41.14,102.21,76.7,79.97,269.388321,69.24,128.01,92.05511687,102.14,91.65,105.02,129.12,63.6,101.4,76.26
91.66,85.31,32.54,92.93,71.81,59.26,266.1117205,63.62,129.97,79.43,69.32,95.91,94.92,110.45,66.66,101.7,68.69
93.31,78.4,37.99,124.396568,83.43,74.52,262.83512,66.26,106.77,90.95,57.07,92.57,110.8,108.45,65.68,114.83,73.8
103.82,94.58,42,151.05,80.76,81.06,259.5585195,77.15,107.19,97.31,90.66,104.99,99.2,140.47,69.51,199.52,87.54
163.08,127.64,86.38,171.04,117.55,134.69,256.281919,94.29,130.32,120.12,124.65,118.15,135.05,118.76,108.29,151.61,112.72
150.82,139.53,86.6,166.92,114.77,134.72,253.0053186,128.15,134.02,163.87,220.69,141.6,154.3,189.76,94.76,173.59,120.39
135.98,118.983545,70.71,147.28,110.79,117.57,249.7287181,114.23,119.67,232.91,143.7,122.7889043,151.78,237.76,93.2,142.5,125.74
103.25,114.366018,47.91,99.54,75.79,79.63,246.4521176,74.67,94.52,130.46,66.77,121.0804371,99.2,232.3,63.74,117.38,82.6
99.95,126.54,63.19,155.1,113.07,107.98,243.1755171,83.18,137.82,118.48,122.88,127.14,132.1,60.71,100.94,129.14,94.4
84.32,79.24,38.76,102.46,68.51,72.19,239.8989166,62.28,89.31,104.74,76.04,101.08,85.08,47.6,84.98,96.74,68.15
86.25,72.14,125.02,124.19,79.85,89.29,236.6223161,58.16,107.19,76.11,81.22,116.62,90.23,195.79,126.23,105.67,66.92
106,102.66,96.43,122.76,82.01,89,233.3457156,89.04,132.63,117.91,243.75,124.45,99.02,217.04,110.25,164.7,81.02
75.97,81.79,29.07,91.19,67.2,64.75,230.0691151,70.86,70.93,124.67,139.9234735,121.23,86.01,482.03,73.79,134.64,62.01
79.73,71.25,32.06,84.06,57.66,69.19,226.7925146,43.73,86.69,131.53,81.9,77.29,75.53,244.94,71.5,247.25,51.14
58.54,66.43,24.13,59.83,47.2,50.72,223.5159142,46.45,50.77,301.83,55.12,72.79,57.33,230,51.69,603.67,38.04
64.87,72.9,51.11,76.78,62.6,60.16,220.2393137,52.83,83.77,335.96,77.2,73.54,69.4,359.82,55.94,362.07,48.37
79.98,91.14,36.68,94.27,80.4,67.19,216.9627132,68.45,64.38,253.6929772,79.83,92.75,92.59,985,71.89,414.09,69.67
99.65,95.55,89.42,115.87,98.63,83.13,213.6861127,70.62,115.89,202.5552863,102.37,101.49,121.18,403.8352168,81.73,352.55,86.06
96.42,106.99,144.92,125.05,97.13,89.16,210.4095122,88.97,98.18,127.2,111.15,96.42,118.65,98.04,107.88,394.64,87
140.52,150.15,212.53,200.31,167.46,138.05,207.1329117,130.21,136.43,156.46,184.14,145.15,208.57,132.25,138.5,278.2,124
165.52,167.65,209.04,209.62,189.28,160.93,203.8563112,151.19,147.59,230.25,206.86,172.78,232.63,104.49,134.83,804.25,186.61
137.29,135.81,174.75,155.42,121.11,121.73,200.5797107,103.71,116.46,164.07,139.35,128.66,166.04,120.6448165,108.38,566.77,124.68
126.44,95.4,130.05,116.24,97.54,83.58,197.3031103,85.89,90.12,125.84,260.5,97.9,127.23,100.24,72.01,392.65,97.22
129.65,112.26,120.34,115.5,91.69,75.48,194.0265098,84.23,99.58,112.91,116.1,99.1,114.23,98.31,71.89,302.6,96.39
112.57,103.56,99.58,115.69,99.64,81.37,190.7499093,80.16,89.84,130.8,122.68,89.8,122.56,84.99,73.08,425.19,98.71
122.84,116.88,120.11,111.42,95.3,78.91,187.4733088,80.34,111.01,137.59,137.04,102.21,127.72,80.15,74.87,292.61,97.81
142.54,131.58,117.23,132.26,108.88,95.57,184.1967083,96.65,144.11,161.43,193.19,119.74,148.01,104.2068157,87.3,243.56,116.11
165.45,141.97,156.25,155,132.59,118.78,180.9201078,130.65,154.17,179.35,241.59,133.9,183.84,114.7712474,97.43,154.51,145.65
119.73,109.45,111.51,113.66,96.04,83.17,177.6435073,79.31,116.96,133.68,278.74,103.04,129.81,125.335679,70.26,189.3122051,98.73
129.81,116.26,143.38,134.31,108.93,92.65,174.3669068,98.91,150.81,147.39,134.04,114.72,149.32,135.9001107,77.58,132.06,143.69
224.63,204.04,223.2,235.51,200.32,174.84,171.0903063,162.71,166.84,214.38,225.54,189.12,260.64,146.4645424,153.44,230.5,253
234.42,268.72,244.04,306.71,271.84,230.71,167.8137059,229.67,220.22,313.47,235.41,241.84,344.5,157.028974,185.25,319.05,222.7626909
139.45,231.01,277.22,283.76,253.47,215.1,164.5371054,212.1,206.92,254.51,196.1086577,224.23,324.96,209.21,198.99,295.56,242.14
118.91,185.22,194.93,193.76,172.89,146.74,181.86,146.89,188.85,169.54,178.06,165.95,229.6,157.59,122.59,273.03,172.26
83.43,136.4,169.14,150.24,123.1,112.33,133.39,103.01,164.41,159.08,134.94,126,169.42,116.62,94.64,155.79,134.36
91.96,92.97,118.97,92.3,79.68,75.13,92.1,62.81,122.08,140.6,75.37,86.78,103.65,67.24,54.41,113.01,73.94
51.13,70.55,113.23,70.46,58.64,47.06,70.76,49.11,88.6,213.53,52.91,68.3,73.3,49.68,41.27,126.64,50.22
55.36,76.69,85.39,82,63.07,53.87,81.68,53.76,105.12,109.5,26.61,73.4,81.15,56.7,45.12,216.21,77.58
45.18,82.86,111.3,91.65,74.61,56.22,91.04,69.74,101.02,99.62,47.98,94.31,83.27,65.17,64.57,377.59,78.24
50.47,78.62,107.88,98.18,71.24,63.64,89.88,67.22,112.58,125.28,54.79,89.58,92.68,57.57,63.6,478.8820654,78.92
42.86,58.83,74.59,77.62,54.87,50.5,66.66,41.82,108.77,126.2167188,44.47,60.18,69.73,47.38,51.5,630.65,68.02
39.39,59.81,68.19,64.68,50.01,37.55,58.46,37.23,95.9,130.2437085,59.47,56.73,53.84,40.7,49.85,944.91,53.4
35.54,72.28,70.86,70.39,59.73,39.23,73.93,38.79,92.72,134.2706982,52.06,68.14,65.3,49.99,75.1,301.43,64.42
41.68,69,84.65,88.92,48.87,53.06,84.93,56.77,113.7737596,138.2976878,70.25,79.7,80.29,61.91,55.84,109.24,74.38
42.6,74.34,108.21,115.63,52.88967606,63.30609363,84.64,73.8,144.51,142.3246775,168.61,77.51,88.54,68.15,63.01,339.76,90.33
52,71.93,122.55,108.84,54.41381492,73.7825047,77.05,76.23,109.56,146.3516672,126.9264589,81.85,89.1,66.62,61.65,97.1,95.27
182.99,83.98,129.53,109.03,55.93795378,84.25891577,99.61,82.5,112.84,163.02,115.0719181,86.51,98.79,73.92,72.7,389.57,92.27
80.44,78.58,123.29,118.98,57.46209264,101.99,103.29,86.15,128.57,116.46,115.19,105.48,106.79,79.47,82.27,133.16,97.12
57.3,62.02,125.35,91.79,58.98623149,54.72,79.42,79.11,95.11,98.21,53.63,80.59,76.24,57.89,57.33,75.41,65.79
63.69,51.5,87.86,82.62,60.51037035,47.43,63.35,45.79,83.63,86.7,55.22,68.71,60.41,47.87,43.55,66.62,54.43
72.72,51.07,114.29,73.6,62.03450921,47.72,59.97,49.99,87.25,95.23,18.62,74.71,67.25,53.15,53.5,123.44,40.85
63.86,41.75,72.57,72.34,71.79,44.29,59.46,50.46,69.32,83.34,24.03,65.75,66.33,42.89,48.54,219.89,37.33
33.48,24.79,56.7,45.99,35.55,23.54,41.58,32.15,82.14,61.53,19.45,54.59,32.07,26.14,34.74,596.1,25.23
29.32,22.39,45.03,41.69,43.04734629,25.12,32.13,58.35,61.66,223.8,19.07,62.55,35.8,27.47,29.91,78.59,32.03
56.95,30.29,56.64,56.71,42.92985842,47.28,34.91,42.79,46.3,152.01,16.5,55.25,33.68,40.05,30.28,76.1,30.57
37.05,12.54,25.46,21.39,42.81237055,17.94,31.38,59.99,20.55,162.43,9.35,37.96,25.9,20.22,11.9,65.42,34.90243557
35.92,32.95,24.44,34.37,42.69488268,18.96,36.3,19.3,9.27,30.91,9.28,38.04,24.4,27.28,12.8,46.39,38.04783008
39.42,37.22,35.37,45.06,42.57739481,28.2,42.14,23.32,28.77,39.49,16.35,53.63,35.85,38.32,28.86,51.62,41.56
55.14,38.79,50.71,62.14,42.45990694,35.63,36.85,35.09,33.99,48.75,20.4,70.87,52.27,47.22,40.9,72.84,43.66
44.03,31.54,49.61,56.92,44,28.33,42.11,115.11,34.41,46.77,25.76,73.77,56.02,42.36,36.7,83.44,44.93
48.55,30.9,41.06,55.49,37.81122362,38,43.08,30.37,28.11,39.77,30.04,69.21,54.33,36.91,36.05,72.94,51.37
34.09,37.11,51.65,58.29,29.97,40.54,53.48,24.25,26.26,53.49,11.14,67.88,51.27,42.11,36.58,73.85,48.04
45.51,38.74,50.05,54.15,40.18,32.16,50.79,18.22,22.83,53.21,13.23,82,39.24,43.78,30.45,61.78,33.18
32.99,24.75,31.59,31.46,34.87561354,12.83,45.76,21.32962168,11.78,32.71,9.85,41.91,32.93,28.86,17.29,25.68,20.98
30.54,25.56,24.03,55.71,32.1886489,13.46,39.57,20.16043431,11.22,32.53,8.63,38.15,27.19,24.43,12.34,30.53,12.03
28.8,22.02,26.68,33.19,29.50168426,15.9,30.74,16.38,10.55,85.52,10,35.68,29.65,25.26,14.97,26.57,21.77
39.55,32.41,37.84,48.52,26.81471962,25.32,46.59,20.93,15.36,56.95,14.11,62.84,33.95,35.27,23.04,42.04,33.97
32.53,34.52,39.18,51.02,24.12775499,29.21,55.93,27.11,23.7,40.67,36.15,60.45,36.34,38.78,27.22,44,29.28
25.02,29.76,34.01,43.46,22,32.62,43.3,24.01,12.27,31.51,21.11,46.96,36.8,31.09,22.45,46.51,28.45
22.81,20.15,28.09,39.42,15.5,19.57,34.75,17.36,8.87,35.61,16.04,41.4,24.92,26.92,18.38,53.8,22.06
19.6,16.3,22.78,29.69,16,11.8,40.75,14.52,10.16,31.83,32.23,32.68,22.54,20.83,21.23,108.5355887,24.93
48.13,23.64,31.01,36.31,23.07215307,18.42,42.5354823,16.09,15.26,33.16,124.4921434,33.08,38.4,39.95,23.64,48.63,31.07
36.2,27.73,44.68,53.38,28.3563128,26.99,44.17939588,29.51,17.42,38.44,264.27,49.84,37.07,30.57,19.02,337.12,23.81
44.84,41.81,48.71,66.12,36.49,38.32,45.82330946,34.8,34.09,42.8,116.5933636,52.27,53.58,27.55010543,31.6,296.87,41.03
42.25,18.3,81.01894819,29.45,26.26,17.29,47.46722304,12.11,21.89,19.85,6.98,34.59,36.12,19.65,14.82,633.83,17.28
21.35,20.57,106.7310195,35.88,37.52,19.69,49.11113662,13.67,5,33.42,16.6,36.01,46.57,16.09,18.49,714.6,31.72
44.7,49.86,124.23,74.92,78.08,45.49,50.75505019,39.01,20.12836179,49.36,30.46,76.03,87.37,50.47,44.12,409.851167,86.45
43.04,44.99,197.42,67.09,66.86,41.14,52.39896377,29.53,25.03684249,51.58,25.57,52.29,94.92,47.15,38.82,196.92,73.74
41.57,21.01,211.1,38.92,42.82,24.88,54.04287735,19.98,29.9453232,27.8,18.64,38.51,61.69,22.93,22.43,92.26,58.03
19.56,9.96,55.65,36.44,42.37,17.31,55.68679093,10.56,43.86,25.41,12.9,31.39,44.45,17.96,14.75,312.39,41.33
49.31,21.58,75.17,35.48,40.58,20.04,57.33070451,20.69,30.70085697,26.75,17.48,38.08,54.99,25.39,19.34,263.72,49.3
38.28,28.42,57.42,54.33,54.7,35.94,60.96,22.78,26.54791004,33.63,22.91,55.67,54.62,32.7,31.55,243.98,75.21
41.68,44.13,70.89,67.35,64.11,40.74,62.19,36.28,14.85,43.65,30.35,58.74,51.75571839,44.75,35.07,208.51,82.97
42.41662945,41.69,70.14180825,60.66,59.14,39.47038217,46.9,32.26,25.83324965,37.51,30.27527989,56.76,49.39660403,43.8,34.11954687,86.39,57.73
43.35102191,35.95,71.07277167,61.73,59.22,39.07009554,53.15825671,30.16,29.27153619,38.12,31.90960107,43.8,47.03748967,42.52,36.34,193.967495,61.54
44.28541437,37.15,72.0037351,57.29,57.05,38.6698089,54.0194382,31.34,32.70982273,36.04,33.54392226,41.08,44.67837531,38.62,32.93,229.2472476,61
45.21980682,29,72.93469853,47.42,51.08,38.26952226,54.88061969,29.50360024,36.14810927,34.75471717,35.17824344,40.71,42.31926095,28.76,29.94,264.5270002,51.95810887
46.15419928,32.05,73.86566196,47.91,52.33,37.86923562,55.74180118,28.4143751,56.96,32.59,36.81256463,40.56,39.96014659,29.97,25.25,299.8067528,40.75
47.08859174,29.64,74.79662539,47.33,55.76847001,37.46894899,56.60298267,26.2,11.67,33.78,38.44688581,43.14,37.60103223,30.09,36.7,335.0865055,45.14
48.0229842,44.5,75.72758882,66.05,62.74,37.06866235,57.46416416,28.9,25.4,35.98,40.081207,71.41,35.24191787,45.31,52.42,440.2,59.42
48.95737666,36.06,76.65855224,55.92,47.72,36.66837571,58.32534565,27.33,23.55,38.46,41.71552818,54.16,32.88280351,35.39,41.86,241.51,59.33
49.89176911,34.39,77.58951567,54.74,42.29,36.26808908,59.18652715,21.74,27.73,38.04,43.34984937,46.2,30.52368916,31.93,37.61,250.01,56.95039054
50.82616157,35.37,78.5204791,58.71,49.42,35.86780244,60.04770864,26.95,27.5,35.18,44.98417055,48.1,28.1645748,34.92,42.48,948.02,55.14
51.76055403,42.98,79.45144253,64.77,52,35.4675158,60.90889013,26.21,34,41.22,58.62,55.83,25.80546044,32.77,41.82,458.5,59.28
52.69494649,33.02,80.38240596,52.19,38.3,35.06722916,61.77007162,22.71,29.1,31.4,14.16,48.85,23.44634608,26.65,39.59,73.35,48.47
53.62933895,24.8,81.31336939,56.9,35.67,34.66694253,62.63125311,16.88,39.22,32.09,10.05,53.6,21.08723172,34.36,33.9,83.85,42.66
54.56373141,45.03,82.24433281,65.89,44.92,34.26665589,63.4924346,22.98,26.76,33.46,9.67,94.69,18.42,42.52,41.29,122.55,46.60950965
55.49812386,38.32,83.17529624,59.37,42.89,33.86636925,64.35361609,24.28,34.48,37.63,11.06,52.55,18.3,31.79,39.12,78.84,51
56.43251632,32.58,84.10625967,47.7,37.6,33.46608261,65.21479758,18.86,56.25741397,31.46,10.21,39.19,15.28,34.73278295,30.27,44.54,42.70484789
57.36690878,34.65,85.0372231,50.47,38.72,33.06579598,66.07597908,18.65,39.79,32.3,8.41,57.09,10.22,34.85961948,31.21,44.87,34.37
58.30130124,31.37,85.96818653,52.41,33.59,32.66550934,66.93716057,17.78,56.74,45.27,9.48,49.98,16.76,36.39,33.13,52.24,37.47
59.2356937,19.82,86.89914996,51.36,28.17,32.2652227,67.79834206,17.56,344.96,26.19,11.97,43.56,15.15,28.08,39.17,50.16,44.35
60.17008615,32.88,96.92,89.62,36.43,31.86493606,72.52,36.7,148.23,46.12,19.98,71.34,15.37,42.24,67.25,74.04,49.2
61.10447861,33.34,62.65,115.47,44.86,31.46464943,65.98,38.42,262.61,25.51,23.95,62.8,17.55,39.34,61.5,77.08,45.31
62.03887107,28.46,64.92,89.06,38.8,31.06436279,53.5,28.59,238.73,27.93,19.8,55.58,14.42,33.96,51.91,79.92,42.52
62.97326353,30.96,46.42830462,86.56,45.85,30.66407615,61.17,27.28,305.48,30.52,21.85,61.04,18.66,39.88,47.47,67.57,44.81
63.90765599,29.23,26.36,65.13,43.08,30.26378951,64.46,26.7,376.54,26.56,16.15,58.84,16.19,37.13,45.7,46.68,37.57
64.84204844,33.87,30.32,70.03,49.94,29.85,63.54,26.38,191.59,25.66,18.02,68.47,20.96,38.44,49.37,58.94,39.37480702
65.7764409,26.86,15.36,62.31,35.84,29.54965098,54.12,25.63,579.4,20.27,11.75,50.93,17.91,33.74,42.58,64.51,39.4565998
66.71083336,22.76,21.49,66.67,29.9,29.23579908,43.56,13.23,456.07,19.95,11.89,43,17.47,26.33,33.31,52.49,39.53839258
67.64522582,20.97,26.94,47.67,25.52,28.92194719,43.3,19.66,700.65,17.58,8.62,40.16,12.13,30.24,30.29,66.64,39.62018536
68.57961828,19.15,24.79,32.93,19.74,28.60809529,35.96,23.11,730.09,18.71,8.46,42.19,8.82,23.72,22.13,38.95,39.70197815
69.51401074,25.18,13.21,32.4,17.45,28.29424339,28.21,13.4,787.57,12.52,3.93,34.91,4.96,33.59,23.79,35.6,39.78377093
70.44840319,28.57502448,13.28,26.69,20.15,27.9803915,22.81,18.9944627,827.49,8.8,5.01,35.41,5.03,29.06,17.45,27.65,39.86556371
71.38279565,31.56102007,11.31,36.21,39.73,27.6665396,29.99,20.85619276,406.04,16.3,9.06,28.77,14.19,26.48,27.29,41.17,39.94735649
72.31718811,34.54701566,13.81,39.51,44.81,27.3526877,34.89,22.71792282,446.06,17.87,5.76,36.45,12.12,31.11,29.71,43.89,40.02914927
73.25158057,47.16,11.31,53.37,51.81,27.03883581,49.05,28.36,449.69,18.42,7.32,46.9,16.81,41.72,37.23,55.72,40.11094205
74.18597303,30.94,13.72,46.81,48.79,26.72498391,40.69,21.25,93.55,45.6,7.67,51.11,4.96,35.86,32.83,51.44,40.19273483
75.12036548,30.77,11.61,49.1,42.97,26.41113202,45.89,17.82,58.75,90.6,9.32,45.14,8.96,38.82,33.53,201.57,40.27452761
76.05475794,29.75,14.71,49.58,38.46,26.09728012,50.44,16.99654686,42.61,109.01,11.61,43.16,7.13,36.11,31.75,949.51,40.35632039
76.9891504,28.91,9.5,45.41,36.94,25.78342822,42.38,15.317509,17.2,96.38,8.99,34.96,6.24,34.33,30.09,974.89,40.43811317
77.92354286,21.43,15.83,37.81,32.17,25.46957633,35.35,12.45,29.23,112.08,11.03,38.81,6.4,29.76,25.23,914.18,40.51990595
78.85793532,26.21,53,38.07,34.9,25.15572443,37.78,12.43,44.13,31.48,13.32,38.94,7.43,30.72,29.86,269.56,40.60169873
79.79232778,26.52227873,64.34,39.67,36.1,24.84187253,45.38,15.26,65.94,45.8,17.85,43.84,8.16,32.8,32.33,46.48,41.76
80.72672023,28.66,49.79,45.07,34.63,24.52802064,44.45,17.32,58.24,39.18,29.04,43.83,9.15,31.4,29.35,74.27,36.04
81.66111269,23.4,52,39.66,33.08,24.21416874,44.98,12.43,42.44,23.32,10.06,36.19,8.13,26.34,29.26,106.32,40.55
82.59550515,28.44,57.06,45.12,35.56,23.90031684,55.62,14.3,33.24,26.71,11.98,49.77,11.52,32.54,34.67,148.85,46.92
