V4,V5,V7,V9,V10,V11,V13,V16,V17,V18,V19,V21,V22,V23,V27,V28,V29,V30
52.02697917,29.31739583,34.86958333,29.70694444,29.8759375,66.3553125,29.58677083,42.85340278,55.03385417,67.59645833,54.65819444,47.72302083,56.40291667,30.04520833,37.46520833,56.83858696,38.81270833,29.90427083
67.10416667,39.28302083,40.73829861,46.28385417,44.64427083,80.89979167,36.90576389,57.67930556,34.76614583,84.44645833,64.00184028,60.31291667,89.59525362,40.2875,47.89927083,70.860125,55.30326389,44.41302083
65.790625,32.97364583,63.40684028,46.70479167,49.18833333,82.23635417,33.16246528,55.71479167,28.4840625,84.78364583,67.46315972,58.83083333,107.5713194,38.26739583,49.0528125,58.6076087,55.41635417,42.3675
63.64114583,38.76552083,42.61441176,45.46041667,50.73979167,84.9634375,35.79375,49.59815972,23.78104167,81.82666667,74.3334375,55.22541667,100.3583681,39.1625,50.59885417,65.86717391,51.2915625,40.87697917
66.51104167,37.941875,45.94097222,42.93555556,45.94666667,81.89611111,38.95270833,59.75375,25.87857143,83.54638889,67.01583333,50.19947917,109.5865972,37.05291667,46.81875,67.29791667,50.55878472,40.04489583
73.10166667,44.444375,45.33104167,45.91246528,47.76958333,81.64142361,41.41885417,67.18197917,68.45303571,88.6115625,66.77388889,52.60344697,106.05625,40.41291667,47.82,68.52456522,54.03222222,54.831
84.27145833,52.969375,60.50527778,48.47034722,57.34302083,84.10552083,40.76791667,61.61822917,66.1053125,94.7259375,74.8109375,68.99440972,90.9575,47.86895833,54.57909722,76.92,61.78736111,63.93239583
60.79666667,29.44145833,33.42111111,33.69869048,35.23864583,70.57621528,23.49229167,49.36697917,54.29118056,64.93010417,53.3359375,53.06358696,61.73621212,29.65489583,35.08270833,54.23108696,38.1709375,41.65857639
55.69864583,30.985625,38.27568182,37.2275,38.95614583,83.31798611,28.08434028,46.07371528,70.06197917,66.21451389,60.73850694,48.1185,71.39280702,32.92770833,40.81,55.44608696,40.44659722,40.20541667
55.23770833,32.12583333,28.08295455,37.3415625,40.20670455,80.15246528,29.80913194,48.11194444,67.04808824,75.1728125,61.57954861,42.8573913,70.09015152,32.68479167,45.73385417,55.10684783,43.12520833,38.745
11.65979167,32.505625,5.418863636,35.30871528,38.99267361,77.87413194,32.9175,41.69625,70.23087476,72.53625,55.68291667,48.58395833,64.84236111,28.6471875,41.08395833,57.20783333,42.89645833,36.69885417
27.38125,31.51322917,18.57516586,36.93722222,38.52708333,78.72597222,27.948125,48.62413194,100.4493333,68.68988095,63.60065972,45.0821875,63.46708333,32.08135417,42.11770833,51.262,39.31395833,33.83152174
48.27611111,27.57895833,23.168125,31.50285714,33.47979167,74.45454861,25.03083333,47.97215278,69.69263889,60.074375,54.78333333,42.079375,57.87114583,28.91895833,40.22979167,45.85809524,37.41173611,33.18177083
49.87697917,28.3965625,31.08725,39.72333333,36.554375,77.8025,30.58239583,49.10611111,58.63333333,75.12166667,56.67802083,48.8575,57.50506944,31.0359375,43.32364583,55.7885,37.89982639,40.85875
62.49510417,40.6265625,36.28222544,45.48208333,40.16864583,84.39340278,34.79625,63.11482639,73.60166667,80.7371875,60.92232639,55.51541667,65.95916667,46.02989583,45.82583333,75.82527778,51.63423611,39.511875
59.32171875,40.21739583,43.60408333,47.33979167,40.10677083,91.92729167,33.58489583,63.56947917,72.37083333,51.91114583,65.74298611,70.45054348,60.53295139,43.99697917,48.04375,62.39714286,47.76208333,36.0709375
55.34509804,32.96541667,43.99128472,42.04604167,43.83625,90.57246528,29.11020833,50.40777778,62.38875,52.95944444,54.22741667,49.56770833,67.64208333,34.51104167,47.86322917,62.17634259,42.65413194,34.98375
68.48552083,33,45.19173611,41.32770833,48.70875,87.57583333,30.7634375,54.59986111,69.50818718,80.57378472,71.2146875,52.9571875,70.00520833,42.915125,50.06270833,63.49345238,48.83253472,36.44125
70.18815972,39.78967391,47.61336806,42.84697917,50.78572917,80.44711806,29.59361111,73.46190972,65.13125,74.16236111,75.84222222,58.7371875,59.74659722,44.79496212,48.59354167,66.54863636,51.25823529,43.05333333
76.70260417,54.37614583,45.05195833,42.22114583,45.84385417,82.74541667,29.23677083,75.9596875,56.69854167,71.05583333,70.55166667,53.66288194,54.48385417,40.44216667,41.47322917,61.47,49.155,37.44239583
53.88166667,40.43239583,47.04510417,40.37173611,37.97315972,90.14440972,26.18239583,67.93864583,67.2603125,68.698125,80.29840278,43.75958333,61.3446875,34.58225694,44.34630435,55.70295455,42.6165625,34.89395833
68.19267361,47.51458333,53.92072917,55.37871528,48.556875,112.6686111,32.34003472,74.55927083,82.5965625,87.74815972,79.75945652,61.32625,76.34649306,44.20427083,57.7865625,75.47875,51.45364583,39.8784375
80.65100694,49.97604167,66.80825758,54.14652778,73.10590278,122.7802273,36.55875,77.96677083,137.799375,117.3064583,83.06482639,66.0346875,109.6240217,49.22333333,84.40885417,76.6875,66.07944444,61.2425
85.66809028,53.08992424,70.04309028,31.92315972,63.730625,123.0210478,32.0309375,67.10111111,80.14767361,114.4588542,65.37527778,74.25791667,80.96354167,49.15020833,69.046875,37.84016667,48.0530303,50.19552083
80.74673611,43.75131944,62.42645833,29.38604167,57.81385417,125.3436282,29.14125,75.23325913,59.60609375,121.5162153,58.60454861,67.93708333,71.25211806,48.09458333,67.25291667,32.03913043,57.96354846,45.01927083
84.55690972,45.47894737,62.92722222,27.26666667,59.34635417,127.6662085,30.71614583,77.80941165,70.81863636,118.1607292,61.67565972,61.3340625,79.45204861,44.81566667,61.91822917,33.27184783,59.90415315,41.97333333
85.63125,50.64434211,80.75211806,35.83302083,72.34583333,129.9887889,29.78822917,85.45854167,85.7546875,117.8316667,72.15802083,81.43447917,89.43145833,56.16104167,83.6259375,39.988,67.39053571,56.08322917
91.70145833,50.300125,81.38104167,35.4121875,74.74833333,132.3113693,32.37145833,79.56347222,74.501875,119.4011458,71.27760417,91.84477273,95.8795,57.2165625,75.13302083,45.48065217,61.27145833,59.72989583
107.4162153,57.83375,93.97364583,43.49880952,82.49739583,134.6339496,35.21916667,78.81965278,75.3171875,119.2582639,78.46190972,65.7946875,100.5314236,65.56328125,83.594375,42.46358696,71.84576389,57.25979167
81.14444444,51.76677083,76.94651515,35.76604167,82.9903125,136.95653,32.5173913,79.17690972,82.75520833,93.32427083,64.00763889,61.85163194,95.67305556,56.60133333,81.39,44.90486842,68.79017361,62.27152778
63.51263889,54.14104167,52.11930556,35.37451389,78.1253125,139.2791104,32.63052083,75.46517361,82.4440625,70.7203125,27.05579861,66.8025,65.79626984,57.76645833,81.75770833,39.35815217,65.6259375,60.51635417
48.37694444,44.72052083,47.759375,30.03756944,62.95625,141.6016907,29.11,54.37541667,65.2853125,50.69760417,22.53,50.79715909,66.69177083,50.14927083,64.529375,37.30619565,55.93409722,47.100625
52.6,50.41,51.1,30.41,64.09,143.9242711,31.12,39.65,57.26,58.58,23.84,59.89,68.31,55.18,67.47,38.63,65.56,55.26
62.42,58.29,58.83,31.52,67.91,146.2468514,33.88,40.28,59.74,52.98,26.45,63.84,70.34,62.01,68.27,38.16,65.42,53.68
58.93,53.6,52.76,30.66,62.86,148.5694318,32.48,45.21,67.87,45.13,23.98,59.38,56.16,58.7,68.72,39.21,63.63,41.55
52.61,45.16,63.43,34.28,73.24,150.8920122,30.48,45.49,70.49,48.53,25.99,61.35,60.21585535,54.69,68.86,33.76,67.99,53.04
80.32,51.14,75.53,34.05,73.26,153.2145925,40.74,49.89,66.89,72.39,47.26,61.27,64.4,62.19,72.71,36.28,69.32,53.46
66.93,50.11,56.04,31.58,61.06,155.5371729,39.42,62.93,64.48,73.8,49.8,53.4,50.69,53.82,64.66,32.46,70.97,48.04
48.59,52.53,52.2,30.09,60.43,157.8597532,35.89,58.2,62.89,67.56,46.88,54.91,47.06,55.65,60.71,31.62,59.94,45.28
36.89,41.59,42.72,22.08,47.53,160.1823336,33.81,50.2,52.29,64.3,40.64,47.72,43.83,39.77,47.03,25.44,43.48,42.26
37.21,47.47,39.891866,26.8,47.25,162.504914,48.48,54.47,57.46,96.23,66.86,48.53,75.99,45.31,53.08,32.9,54.46,42.07
39.49,35.18,35.64910774,17.88,27.64,164.8274943,24.91,42.27,52.59,68.45,58.61,32.72,58.47,31.24,33.85,14.9,29.67,26.72
46.82,43.68,31.40634949,23.25,50.41,167.1500747,32.04,52.58,51.12,102.39,92.58,41.65,94.93,42.95,50.25,28.42,44.23,36.22
46.04,42.26,27.16359124,26.77,53.39,169.4726551,42.01,56.37,58.73,107.9,100.47,45.44,73.29,42.42,60.41,29.54,51,41.88
50.36,41.52,22.92083299,29.36,55.89,171.7952354,48.53,59.14,65.86,104.76,105.3,20.52,52.62,47.98,53.4,28.87,50.52,46.61
35.08,26.47,18.67807474,16.97,36.91953923,174.1178158,21.96,34.14,40.28,74.41,71.78,16.11,31.31,30.49710205,37.12,14.92,33.17,27.2
25.58,17.6,14.43531648,8.98,16.23,176.4403961,17.46,26.11,38.01,52.47,45.3,6.36,19.21,10.44,26.54,12.34,14.71,17.82
32.59,27.23,7.32,14.94,26.58,178.7629765,16.68,43.18,45.37,53.83,55.58,18.7,25.89,27.38,33.82,20.78,23.76,18.71
35.98,32.75,12.72,18.55,36.13,181.0855569,21.49,56.36,45.79,66.91,80.08,30.07,36.09,31.69,42.3,30.15,30.69,27.99
36.89,33.85,13.91,20.04,39.59,183.4081372,19.39,56.97,56.19,75.65,79.44,31.67,33.92,34.12,46.82,30.69,31.54,29.22
46.75,45.87,19.78,26.33,35.96628308,185.7307176,28.96,66.3,56.9,121.66,93.33,37.41,43.07,44.25,50.6,33.16,43.26,39.17
51.57,47.94,23,31.78,32.08,191.32,27.73,72.51,69.03,56.26,112.3,37.58,49.78,54.19,62.17,33.88,56.4,37.84
44.87,37.75,15.84,23.63,38.46,178.157829,29.79,56.5,54.55,7.8,80.93,30.35,38.55,43.79660423,39.3,20.33,38.31,26.27
49.05,40.43,21.71,26.01,45.07,175.73,31.11,63.77,64.11,102.46,85.14,37.18,42.94,39.73,46.92,29.11,49.33,35.51
42.63,29.53,15.48,17.43,24.26,126.85,24.57,45.31,44.07,60.42,66.86,17.51,32.21,20.51,41.09,13.75,30.06,22.41
42.1,31.09,27.43,19.07,28.15,97.52,21.31,62.72,49.08,44.84,67.33,23.59383907,40.51,27.28,34.77,16.99,28.06,24.29
40.82,31.93,67.71,19.09,32.43,110.68,33.52,56.34,50.27,64.64,70,24.44,48.15,25.6,39.6,22.25,30.08,26.59
43.89,32.53,85.31,23.33,43.83,137.5,22.48,59.08,52.99,53.61526248,87.93,32.23,66.84,34.03,50.88,29.59,41.66,29.57
42.97,29.06,75.52,21.21,42.84,126.39,31.09,60.26,51.34,48.89710148,87.24,26.51,66.08,29.81,42.54,28.75,37.76,33.36
38.62,23.94,72.97,21.65,41.58,107.46,25.82,48.81,54.8,44.17894047,72.67,24.39,66.62,27.96,40.71,27.99,35.62,31.11
49.55,35.68,83.03,26.64,41.74,121.06,23.8,59.72,54.76,51.74,85.08,29.31,64.28,32.7,44.65,30.14,41.83,36.2
55.17,39.87,94.82,25.75,37.28,119.1740938,29.86,61.3,63.54,5.47,84.76,33.66,58.38,37.94,48.65,20.86,42,27.55
53.47,40.75,90.74,24.05,37.27,119.1021861,29.04,63.49,61.14,7.93,80.92,30.42,56.97,36.76,39.57,21.2,36.08,31.45
36.74,18.98,66.15,15.71,24.88,119.0302784,13.42,55.16,45.52,4.07,58.25,21.55,43.1,17.86,27.32,19.33,23,15.42
41.67,19.5,46.17,13.52,17.81,118.9583707,21.54,50.68,37.92,4.87,39.84,18.69,26.22,19.85,24.71,10.99,20.08,13.63
42.22,39.99,78.48,22.11,39.32,118.886463,37.78,66.59,50.79,4.65,79.04,28.76,59.01,33.8,39.19,21.83,37.54,30.48
44.11,41.55,98.37,28.7,49.48,118.8145553,29.69263012,69.67,67.41,40.59,92.62,38.39,73.96,43.36,55.76,31.02,45.05,40.01
40.07,35.49,79.27,26.82,42.34,118.7426476,28.11,63.33,65.23,104.47,92.61,31.13,62.6,32.77,53.31,31.6,41.5,34.98
44.72,26.74,82.58,25.43,39.74,118.6707399,27.73,61.76,60.95,93.02,72.6,22.54,61.95,26.62,49.05,36.6,39.02,29.91
70.15,37.4,83.64,22.05,34.68,118.5988322,28.09,67.18,52.4,71.16,76.67,30.01,51.67,31.61,39.47,19.97,31.47,34.98427871
64.94,31.83,71.94,21.7,31.81,118.5269245,45.29,52.55,53.45,70.73,73.36,23.66,43.25,27.65,41.37,17.66,28.92,39.56
65.78,36.55,59.74,23.44,31.63,118.4550168,27.66,56.26,62.46,74.67,75,29.04,49.77,31.51,40.94,20.52,36.14,38.35
55.72,33.44,49.1,20.29,33.03,118.3831091,24.4,48.62,60.94,66.85,73.9,24.76,47.99,25.73,38.16,16.22,31.31,31.08
55.56,32.78,53.04,22.17,31.49,118.3112014,26.62,44.62,56.09,76.61,69.36,26.46,44.58,28.27,41.02,25.82,35.06,23.97
66.14,40.11,69.25,26.16,45.09,118.2392937,26.88,54.74,64.51,91.67,91.23,38.1,61.72,34.11,48.4,32.1,47.29,26.66
63.38,35.53,60.26,24.3,39.37,118.167386,22.69,56.06,59.35,90.43,86.16,28.7,60.54,31.82,45.88,31,38.9,25
72.15,40.17,58.49,22.87,36.79,118.0954783,22.17,55.3,49.58,84,92.26,30.09,57.79,31.24,41.98,21.01,38.14,24.39
76.59,47.67,67.06,26.85,50.96,118.0235706,29.43,64.84,67.39,91.56,95.79,36.8,65.93,37.39,45.93,23.97,45.11,29.75
87.13,55.67,107.72,36.02,75.38,117.9516629,34.83,65.57,82.44,128.65,110.78,41.82,99.45,45.76,55.37,26.41,65.08,40.04
71.18,42.87,83.44,33.21,63.43,117.8797552,31.26,57.5,80.69,125.2,97.12,36.49,86.43,42.64,66.44,35.8,55.21,45.06
60.68,37.27,70.04,26.99,51.77,117.8078475,23.11,52.16,61.49,112.98,85.53,33.66,78.19,37.37,52.12,28.67,50.33,32.6
43.83,21.07,50.03,19.64,31.78,117.7359399,13.9,41.91,63.01,80.31952882,70.89,27.86,50.71,28.41,34.63,11.27,26.76,26.14
33.33,13.48,26.4,12.02,10.87,117.6640322,7.61,32.7,44.75,46.56,53.23,15.04,21.71,14.68,22.84,16.06,12.28,11.32
29.06,8.11,24.13,8.6,8.94,117.5921245,5.31,23.62,27.61,43.56,47.77,10.27,18.32,9.54,14.78,11.91,10.11,8.36
25.22,7.46,25.14,11.96,10.41,117.5202168,7.46,36.98,36.39,32.51,64.06,11.43,22.57,11.43,18.48,10.04,11.79,14.73
30.58,14.64481088,30.35,14.19,13.29,117.4483091,6.85,45.8,42.26,38.05157686,50.6,15.93,23.55,14.16,23.72,11.1,14.37,12.84
50.52,20.97729136,38.35,17.27,19.81,117.3764014,13.83,50.39,61.35,38.26435636,70.05,17.85,30.98,22.06,35.57,11.09,24.29,19.23
52.38,27.30977184,50.16,21.07,22.71,117.3044937,19.46,40.6,61.02,38.47713586,61.74,17.61,35.61,21.14,42.55,20.34946875,37.78,22.08
56.64,33.64225232,65,26.29,48.9,117.232586,23.35,69.64,61.13,38.68991537,89.3,32.54,66.66,40.99,54.25,27.41,53.21,42.57
58.84,40.46,69.85,27.22,40.17,117.1606783,22.55,68.54,73.22,38.90269487,81.1,38.7,58.36,37.29,49.88,37.54,41.1,32.22
62.38,42.54,59.71,23.54,42.91,117.0887706,27.86,58.19,67.41,39.11547437,70.22,21.77,57.28,28.38,47.93,29.24,40.88,33.34
70.74,46.05,81.41,30.14,60.44,117.0168629,26.65,57.75,75.07,39.32825388,81.54,28.48,88.68,36.06,55.72,41.89,57.68,35.8
49.79,34.63,58.6,35.13,35.82,116.9449552,23.05,31.14,65.97,39.54103338,63.99,30.46,54.71,30.79,50.57,30.8,31.36,27.47
35.75,17.05,37.47,13.3,16.4,116.8730475,9.14,25.59,39.89,39.75381288,37.35,16.69,33.62,15.79,18.91,20.96,16.01,21.6
19.27,8.19,19.58,9.83,7,116.8011398,5.42,23.22,35.11,39.96659239,23.62,9.76,19.31,8.91,10.95,5.39,7.48,14.6
23.37,11.85,20.96,10.04,8.04,116.7292321,13.88973995,25.28,31.49,40.17937189,35.51,12.48,20.03,10.65,13.92,20.03,11.24,13.81
49.77,38.46,60,21.98,26.26,116.6573244,16.37940322,44.11,50.5,40.39215139,59.96,23.35,51.82,27.83,32.59,61.3,28.67,37.65
55.91,47.58,55.64,21.93,21.26,116.5854167,18.86906648,47.51,56.79,40.6049309,52.86,25.5,40.46,22.77,37.82,54.91,26.19,30.26
52.92978431,36.16,56.62,21.24,24.95,116.513509,21.35872974,61.02,52.92,40.8177104,66.94,28.9,51.04,29.83,36.35,50.87,25.67,30.26
49.58,35.35,55.95,23.31,23.15,116.4416013,25.29,43.91,55.64,41.0304899,66.66,18.85,65.48,20.6,34.9,30.8,27.01,33.55
60.5,42.04,50.65,24.2,27.03,116.3696936,28.06,51.3,59.15,41.24326941,66.74,22.28,94.74,24.38,34.82,35.13,25.91,35.09
75.45,52.25,54.8602724,24.84,19.54,116.2977859,24.43,44.64,55.17,41.45604891,53.57,21.06,72.5,25.9,29.48,37.14,24.15,23.38
54.22,40.01,59.26,26.83,26.87,116.2258782,22.41,60.53,53.07,41.66882841,62.29,25.16,82.61,27.89,35.19,45.03,28.23,30.4
57.11,40.55,57.48,22.14,25.63,116.1539705,23.2,55,47.61,41.88160792,56.6,21.26,88.26,24.86,29.52,34.73,26.18,30.1
37.58,26.38,40.98,15.33,16.63,116.0820628,13.92,38.99,33.82,42.09438742,44.81,16.02,56.4,21.67,18.92,24.47,15.36,20.95
37.32,21.67,34.59,16.07,14.04,116.0101551,12.01,46.32,37.75,42.30716692,47.11,16.69,67.24,18.34,24.25,24.37,19.88,23.23
42.39,19.42,41.83,25.01,17.77,115.9382475,35.39,72.12,56.9,42.51994643,78.16,18.64,144.02,21.66,32.72,28.39,27.19,16.03
43.52,24.02,44.75,23.92,18.04,115.8663398,51.94,55.56,57.9,42.73272593,77.25,21.77,80.41,23.05,31.96,30.99,28.91,12.45
46.8,27.84,40.91,20.48,19.92,115.7944321,62.4,58.22146114,48.68,42.94550543,61.69,22.45,44.4,24.76,28.85,33.48,28.35,10.2
41.84,27.7,36.84,18.11,19.84,115.7225244,46.81,49.16,45.1,43.15828494,58.39,22.02,41.97,22.69,26.48,29.79,26.95,9.25
42.04,31.39,44.93,20.09,24.21,115.6506167,51.89,79.65,62.87,43.37106444,56.53,22.08,54.41,26.08,31.16,31.49,33.96,11.65
46.19,31.93,42.81,23.08,26.55,115.578709,67.38,62.27974207,53.31,43.58384394,65.43,23.4,56.33,27.83,34.13,44.58,37.98,12.88
53.52,38.94,50.04,26.07,31.42,115.5068013,84.16,65.05,58.86,43.79662345,63.39,30.11,66.69,34.59,42.22,47.3,40.98,15.19
82.74,51.06,67.73,24.93,25.99,115.4348936,92.21,47.97,56.18,44.00940295,65.72,34.77,72.76,41.98,47.34,50.97,33.2,10.17
45.71,28.19,46.67,19.29,21.73,115.3629859,54.99,45.21,54.03,44.22218245,64.05,24.36,48.99,29.49,45.04,34.41,29.63,8.35
35.98,21.21,30.94,15.45,14.51,115.2910782,40.75,36.09,40.58,44.43496196,42.54,18.31,33.45,20.73,34.69,24.55,24.47,7.72
52.28,23.79,36.57,14.27,14.23,115.2191705,47.48,29.4,27.46,44.64774146,35.6,18.07,31,18.32,34.17,26.72,22.72,5.34
31.13,18.12,28.23,12.16,13.54,115.1472628,34.39,30.98,40.75,44.86052096,35.92,15.2,31.81,16.32,28.8,20.64,29.88,5.13
35.35,17.99,34.49,19.34,14.37,115.0753551,45.41,35.73,50.26,45.07330047,55.22,20.5,30.05,19.87,32.27,23.79,23.42,5.34
30.62,19.12,31.18,36.69,23.26,115.0034474,36.53,30.9,56.43,45.28607997,40.73,43.1,28.53,23.25,36.91,37.02,27.05,11.81
29.67,20.73,34.39,37.22,24.86,114.9315397,35.49,33.4,54.48,45.49885947,44.26,42.95,33.59,26.98,41.16,44.89,32.37,21.82
36.75,25.15,33.26,41.46,27.03,114.859632,44.13,28.9,67.06,45.71163898,47.75,47.42,32.26,30.34,41.37,41.59,30.05,23.33
33.47,23.68,33.04,40.5,26.14,114.7877243,41.97,44.1853959,47.83,45.92441848,38.13,40.16,30.36,24.22,42.41,38.43,32.43,20.92
41.99,26.53,40.02,53.41,35.02,114.7158166,47.94,54.31,102.39,46.13719798,58.08,44.36,42.43,30.38,54.96,43.51,45.21,30.57
50.53,22.41,47.57,66.96,44.19,114.6439089,58.3,73.69,72.62,46.34997749,100.48,57.78,47.41,36.6,69.48,57.37,46.96,38.12
38.92,20.04,39.79,48.43,39.17,114.5720012,39.51,56.89,33.99,46.56275699,73.58,50.32,42.64,30.43,48.96,37.44,32.79,26.95
32.64,18.07,44.96,37.73,21.8,114.5000935,32.9,33.54,29.3,46.77553649,69.6,34.93,29.71,21.98,35.79,43.45,29.14,18.62
32.87,21.12,44.82,39.94,31.84,114.4281858,44.62,33.14,28.47,46.988316,64.54,38.43,32.64,24.41,38.42,39.15,29.97,20.09
37.79,32.09,52.99,45.72,41.61,114.3562781,43.89,40.05,32.2,47.2010955,46.06,37.51,42.28,24.41,42.75,37.47,39.75,27.36
28.11,23.25,45.53,31.1,32.33,114.2843704,37.54,29.77,28.4,47.413875,65.44842412,29.91,33.65,20.77,30.14,32.74,30.71,23.82
28.48,21.43,38.36,31.94,30.96,114.2124627,36.03,33.08,26.92,47.62665451,88.18,44.8,31.91,25.92,31.93,34.71,27.63,19.12
32.57,23.35,53.83,35.67,38.8,114.140555,36.68,37.31,28.1,47.83943401,52.49,44.4,45.69,27.24,37.89,39.27,36.71,24.82
30.81,21.57,45.02,33.56,28.45,114.0686474,30.9,35.48,28.77,48.05221351,61.92,44.49,30.77,26.28,29.97,33.58,29.79,19.29
25.85,18.28,42.1,29.5,29.37,113.9967397,28.28,32.93,24.61,48.26499302,38.26,40.53,29.18,24.63,31.46,42.06,29.58,20.26
25.96,15.85,35.67,26.5,27.78,113.924832,24.27,26,23.31,48.47777252,36.13,30.44,25.8,20.34,22.9,28.3,22.65,15.41
20.77,14.21,34.61,23.89,24.03,113.8529243,19.23,21.18,22.31,48.69055202,30.21,29.13,21.77,16.02,22.25,26.57,21.1,14.52
22.41,13.95,33.71,26.51,26.01,113.7810166,17.13,25.48,22.11,48.90333153,26.95,39.71,25.48,17.53,23.93,31.07,19.26,14.51
36.26,34.78,57.34,44.95,42.12,113.7091089,53.3,39.27,28.76,49.11611103,57.49,53.05,39.85,34.59,47.23,48.01,44.94,28.81
48.13,42.71,66.17,50.82,46.79,113.6372012,48.25,51.78,37.34,49.32889053,68.19,65.07,32.07,40.19,50.59,55.8,52.9,31.09
40.63,33.52,45.52,33.84,40.62831135,113.5652935,30.69,41.83,27.24,49.54167004,39.36,55.22,23.52,33.26,38.76,46.83,36.52,20.5
40.28,31.88,78.79,38.63,38.37,113.4933858,42.64,37.17,28.01,49.75444954,44.1,62.67,24.16,35.93,42.09,49.57,47.28,18.96
29.24,20.72,70.08,32.59,28.82,113.4214781,25.89,29,32.01,49.96722904,51.71,38.17,15.08,24.06,29.19,30.57,31.62,16.38
28.89,17.92,68.54,38.96,20.82,113.3495704,31.55,47.77,35.11,50.18000855,58.12,35.36,12.65,23.06,26.92,33.15,29.1,21.23
22.69,13.49,47.93,24.97,15.03,113.2776627,30.91,25.08,27.85,50.39278805,77.01273952,27.38,8.05,14.3,20.32,26.79,17.7,9.88
23.21,18.01,42.15,24.01,16.09,113.205755,29.86,22.33,20.56,50.60556755,94.53,21.87,19.02,20.14,20.04,27.48,21.76,11.45
25.92,19.96,51.51,32.66,20.81,117.51,19.36,30.65,26.3,50.05,111.74,39.2,24.07,19.26,26.16,25.23,23.8,16.53
29.35,18.82,65.54,35.52,21.62,100.38,22.01,36.2,27.96,53.9,117.79,33.59,27.31,19.74,24.59,30.19,25.72,18.49
27.85,19.26,68.36,33.89,22.15,59.3,15.03,30.09,27.43,51.01,34.69,33.82,29.99,19.86,24.88,27.4,22.69,14.16
28.17,20.4,62.96,35.04,19.75,62.14,20.42,28.95,28.75,44.01,19.36,33.24,24.28,20.32,29.76,39.61,25.66,16.07
34.36,27.67,75.79,40.07,29.29,63.10167253,25.65,38.48,29.31,54.29,22.54,39.85,32.88,28,34.55,37.59,32.03,19.45
43.3,39.06,95.83,48.65,38.09,63.14150679,38.51,55.1,24.26,73.32,36.28,53.38,37.8,33.23,43.83,46.88,42.35,23.55
33.89,26.74,79.01,43.75,30.72,65.51,27.33,42.34,48.51,69.71,30.05,37.56,30.5,22.61,32.55,40.9,28.9,22.94
35.77,25.5,70.22,45.81,30.81,55.12,25.98,43.81,30.55,76.37,29.92,41.87,34.48,21.87,35.48,34.24,33.33,23.44
25.81,17.49,51.5,33.46,17.83,40.2,14.03,38.87,19.93,56.23,24.2,28.09,24.31,18.07,23.31,22.99,20.75,21.93475118
27.22,16.15,68.13,41.53,28.65,45.02,18.75,48.85,36.82,49.31,30.71,38.84,27.62,24.63,33.31,33.84,32.62,21.83
26.4,14.52,60.81,37.58,24.65,48.3,17.2,41.88,37.04,14.6,30.97,35.58,29.69,21.85,29.57,35.05,22.3,14.25
23.89,15.65,51.9,29.03,24.42,49.36,22.06,32.43,43.45,26.25517768,16.47,32.92,27.75,18.84,21.91,29.95,20.27,13.99
22.77,15.52,82.9614956,25.12,21.23,39.47,22.44,26.33,32.68,25.85044139,11.04,30.26,23.5,18.65,21.45,29.49,18.08,11.82
18.89,9.64,104.5376744,22.92,17.33,25.83,17.68,22.84,35.55,25.44570509,9.34,21.98,20.73,12.75,18.94,19.66,14.53,10.11
15.46,8.65,137.95,23.86,17.33,20.74,15.07,25.35,31.23,25.0409688,10.61863598,22.67,20.93,12.52,19.39,18.39,13.8,9.14
17.12,9.07,124.89,23.7,16.36,28.1,18.42,24.16,36.84,24.6362325,10.96925283,21.36,18.06,11.7,19.54,19.78,12.49,8.61
19.1,10.11,106.98,20.05,19.17,19.63,12.58,18.11,25.1,24.23149621,11.31986969,21.23,16.61,12.64,18.46,20.29,13.47,8.63
25.87,10.75,86.78,22.9,17.98,17.91,20.60068215,18.97,27.95,23.82675991,11.67048655,21.53,20.18,12.36,18.89,23.24,13.82,9.31
23.18,11.51,19.91,25.24,18.79,32.14,24.01359311,20.94,32.08,23.42202362,12.02110341,23.54,20.73,14.52,22.84,23.89,18.98,9.84
19.36,12.16,32.3,22.49,18.87,75.07,27.42650406,26.41,30.11,23.01728733,12.37172026,25.26,19.44,14.37,22.21,21.2,15.92,9.81
19.01,15.16,52.47,32.4,14.65,41.5,19.38,21.7,33.46,22.61255103,12.72233712,31.27,21.67,13.38,27.53,25.46,17.43,9.69
34.04,30.85,96.71,49.48,48.81,77.1,40.92,38.98,32.27,22.20781474,13.07295398,63.36,50.44,38.53,52.79,48.32,38.68,45.14
35.1,29.56,67.08,40.61,40.6,79.62,36.09,35.13,32.47,21.80307844,13.42357083,55.45,53.71,34.01,42.88,43.83,46.92,42.98
32.66,24.02,32.07,35.18,31.14,38.65,81.15,38.71,74.71,21.39834215,13.77418769,51.46,32.55,25.46,36.4,41.77,31.63,27.01
30.72,22.72,29.71,28,28.63,45.33,47.46,32.87,51.96,20.99360585,14.12480455,42.98,29.56,25.67,34.73,34.8,29.57,23.94
24.82,15.63,22.09,28.57,25.52,48.22,174.74,33.4,89.47,20.58886956,14.47542141,39.62,25.36,20.16,31.45,25.49,21.44,24.76
25.17,13.79,23.57,26.1,22.18,37.08,788,31.52,56.37,20.18413326,14.82603826,33.36,24.72,17.9,32.07,26.02,19.91,22.74
20.28,7.12,14.12,18.98,16,24.36,272.5446092,24.4,49.01,19.77939697,15.17665512,25.8,22.31630036,10.98,32.98,16.53,9.17,15.87
