V4,V5,V7,V9,V10,V11,V13,V16,V17,V18,V19,V21,V22,V23,V27,V28,V29,V30
49.17,52.12,75.94,47.95,70.44,87.46,75.78699587,26.72,60.55,61.53,148.76,56.14,52.2,56.94,39.94,54.35,60.21,59.72
69.36,48.94,92.53,59.24,73.87890534,84.35,75.36626696,19.04,76.08,84.49,177.22,60.34,69.87,63.07,59.11,63.11,89.51,73.1
73.82,61.12,96.61,61.49,79.31,85.34,74.94553805,16.56,101.33,93.13,166.41,77.44,96.65,69.67,63.33,73.4,102.79,82.96
68.95,56.54,94.34,58,62.84,89.11,74.52480914,14.37,91.9,82.57,155.4,67.47,68.09,65.16,57.22,58.92,91.43,59.92
87.03,86.63,111.78,70.58,78.19,93.37,78.46,19.86,114.75,98.12,153.76,91.57,103.95,83.73,50.65,81.01,103.9,87.28
52.37,44.85,115.62,68.66,59.01,77.09,67.21,18.36,100.45,83.46,177.84,85.74,104.93,75.67,43.14,38.7,101.55,83.05
68.26,51.15,157.17,76.45,87.66,112.1,62.6,35.7,70.9,37.33,359.31,70.52,49.09,70.23,46.04,72.47,65.29,83.62
82.18,60.79,134.1,90.34,121.42,150.69,78.95,67.71,92.45,59.9,304.36,80,62.56,89.97,56.1,73.37,93.83,96.99
92.58,71.98,119.98,81.17,97.63,132.16,80.35,100.15,71.60143016,72.02,239.42,84.65,64.84,95.47,53.77,76.46,69.25037503,91.33
63.3,57.12,85.08,55.35,61.02,88.23,56.8,68.94,44.4,50.49,168.84,72.74,50.21,67.82,31.94,35.98,40.54,54.58
39.24,30.99,52.26,29.7,36.99,52.36,29.35,37.16,43.74,34.58,97.58,46.9,43.82,37.96,27.5,47.17,38.11,30.79
42.06,44.9,51.13,40.04,48.82,60.08,42.09,45.11,58.06,47.81,107.85,49.62,52.66,49.86,62.32,50.69,49.72,41.45
75.6,64.23,88.84,58.59,60.66,81.36,74.08,57.89,80.29,65.03,155.26,79.5,62.72,73.18,104.78,44.27,83.71,65.58
47.75,63.09,74.05,46.59,61.91,79.86,66.43,47.42,58.94,54.83,138.1,88.06,61.76,60.38,69.14,47.95,60.39,58.37
61.56,59.19,77.07,47.69,66.88,75.5,64.45,44.12,67,66.66,124.53,81.5487918,48.12,56.8,85.09,54.41,62.28,55.21
69.97,75.23,83.51,59.87,64.5,88.27,73.87,49.56,95.43,88.57,141.05,78.81675758,77.74,73.08,86.74,75.96,80.48,66
47.76,44.82,63.97,47.49,47.18,69.13,46.05,40.57,62.91,67.95,93.87,76.08472337,76.19,54.83,59.07,49.86,60.9,48.91
42.85,31.86,61.98,32.87,28.91,46.41,33.54,29.07,37.83,43.8,72.47,73.35268916,31.99,31.17,35.63,43.45,34.03,29.08
26.47,23.14,74.33,28.12,31.84,40.26,26.87,22.61,38,35.19,53.29,70.62065494,30.01,30.66,41.79,45.63,25.96,19.09
26.49,30.71,53.07,34.84,31.46,52.89,34.68,28.07,46.22,46.64,48.43,67.88862073,34.29,38.4,45.35,53.46,38.26,31.9
21.94,47.64,73.81,45.33,46.7,74.35,45.86,35.77,62.17,65.49,60.23,65.15658652,52.02,51.1,57.09,68.24,62.83,44.96
32.13,59.71,84.29,52.19,63.21,72.79,60.01,38.04,84.6,65.42,124.92,62.4245523,85.06,58.17,93.8,58.23571637,74.41,59.58
34.67228587,56.15,72.23,44.19,47.69,62.5,61.06,40.09,65.26,70.79,82.5,59.69251809,72.63,57.59,40.04,54.02148532,61.89,48.16
38.10830988,54.29,81.55,61.39,53.85,75.44,75.63,51.1,82.41,74.1,136.37,54.82,66.75,63.76,56.41,49.80725428,95.83,61.47
41.54433389,51.23,81.62,50.3,51.43,76.87,57.04,51.54,71.23,67.35,145.13,62.57,57.49,59.2,43.71,38.27,39.7,48.25
44.9803579,42.66,68.01,51.4,50.69,70.32,54.5,39.98,66.6,55.74,111.65,52.7,59.2,59.34,43,57.4,57.18,49.16
48.41638192,73.41,109.76,101,64.96,98.78,79.6,60.45,106.05,83.27,132.53,77.82,58.31,76.61,52.96,70.63,81.67,63.74
51.85240593,76.93,136.63,72.94969822,98.71,118.06,90.05,86.93,93.24,81.01,225,82.71,65.87,86.34,67.47,74.86,89.9,83.75
55.28842994,51.26,76.67,57.73,84.06,119.43,71.83,75.9,82.35,67.16,208.82,73.35,58.42,72.32,54.77,64.71,71.86,68.61
58.72445395,62.28,76.15,56.4,63.35,89.92,75.03,49.54,77.65,68.84,149.48,56.95,56.64,37.11,49.13,71.72,59.98,70.87564674
57.82,69.83,70.07,70.7,81.46,98.92,75.44,41.48,92.26,87.98,192.78,64.39,65.01,75.94,59.56,72.35,71.72,67.9
87.62,84.63,101.75,64.98,86.19,93.05,89.8240918,54.48,91.56,90.64,171.28,85.82,83.78,81.16,52.29,75.45,88.27,87.16
85.6,84.83,117.12,70.69,97.63,110.59,123.84,48.60136661,124.58,92.13,196.65,78.74,95.12,80.57,57.52,77.97,81.96,90.75
79.09,72.74,116.21,70.54,79.88,96.96,80.54,43.4,89.68,78.77,188.6,59.23,69.91,72.3,63.6,61.75,87.05,81.31
63.25,60.59,110.23,46.86,60.83,80.19,61.3,39.47,59.16,52.8,138.62,35.64,51.65,43.51,51.18,36.47,61.9,54.98
61.34,62.8,119.68,64.01,74.36,82.86,90.1,55.92,76.28,72.61,151.75,60.56,60.63,63.31,52.48,60.43,82.58,68.57
65.78,67.47,116.74,62.69,78.85,91.84,74.08,52.06,86.63,87.71,165.79,65.7,69.86,71.3,68.05,70.98,84.58,74
82.91,85.31,116.21,65.35,74.8,85.21,88.32,63.8,95.11,77.13,158.99,80.18,68.02,86.27,57.14,86.08,84.1,63.91
83.72,93.01,114.23,66.68,95.97,105.36,92.52,68.91,94.63,68.2,149.75,88.26,85.41,96.88,63.23,70.06,82.22,76.32
69.55,83.61,106.39,63.45,99.04,94.08,87.33,63.57,93.21,88.09,223.46,89.26,118.27,88.79,61.98,76.26,92.23,93.22
73.42,83.55,103.62,85,89.9,94.95,87.76,63.81,89.93,92.67,160.61,81.99,112.23,82.11,60.73,77.88,88.44,89.38
90.59,80.89,116.61,71.11,79.82,88.11,94.28,57.19,91.5,88.55,226.83,71.44,99.59,86,86.59,77.39,94.65,91.12
49.03,54.98,84.77,37.74,64.39,62.69,54.33,42.41,60.13,61.5,143.48,52.95,56.88,57.95,74.48,56.76,58.18,59.3
57.7,60.75,103.57,55.1,75.58,85.75,63.54,48.2,70.54,58.39,151.15,63,69.53,63.8,91.63,62.97,65.95,67.37
52.78,62.51,110.79,55.53,63.53,79.1,83.03,49.13,66.17,67.09,131.94,62.66,56.68,60.41,93.36,45.83,69.66,67.26
71.23,92.15,128.59,72.8,93.48,98.09,88.62,74.32,78.54,76.43,167.07,98.32,69.45,77.75,108.79,78.38,78.2,77.92
62.75,81.14,111.79,58.03,70.07,92.96,87.6,56.9,69.9,62.78,136.3,86.81,48.98,65.97,88.93,67.28,58.72,58.92
76.97,87.7,123.49,69.15,71.38,95.61,94.55,68.35,84.73,66.83,145.5,96.61,50.44,82.92,73.26,68,69.98,62.54
98,109,107.1,59.38,64.4,86.88,84.29,64.77,81.21,63.45,124.9,98.79,57.52,86.58,60.39,68.51,64.36,61.3
34.58,51.19,66.72,33.88,39.58,47.95,43.35,41.51,44.89,38.04,100.38,38.76,43.9,47.1,27.73,49.18,34.86,37.78
20,35.74,69.57,38.32,43.8,54.89,36.37,49.69,38.76,30.52,94.72,39.77,51.63,45.4,29.41,43.4,28.38,34.54
37.61,46.67,90.32,58.55,68.12,82.23,45.36,75.96,48,30.04,150.51,49.26,46.61,56.53,50.56,53.3,45.2,51.08
57.16,70.08,145.14,56.18,66.1,98.21,61.34,59.7,66.81,44.89,152.05,65.74,51.27,62.42,70.99,50.59,53.44,52.58
62.76,56.95,72.88,60.66,71.43,99.03,56.09,57.92,62.58,52.22,132.64,70.2,49.75,54.78,72.81,51.05,56.3,54.7
68.85,69.15,121.57,65.33,63.23,53.75,76.51,79.25,75.48,59.26,153.97,78.69,54.38,75.88,80.6,59.76,57.46,60.02
32.25,41.01,70.58,34.3,39.48,56.35,36.57,47.98,38.5,35.19,84.83,46.88,31.65,40.75,45.1,25.19,33.41,32.91
26.73,37.54,80.5,35.93,33.03,59.94,39,48.76,37.58,26.47,57.57,37.61,40.72,38.91,39.96,37.88,26.78,29.5
17,33.06,59.14,35.09,38.49,51.29,37.9,44.23,50,24.35,59.08,38.11,44.91,35.98,47.58,34.89,29.22,32.17
25.53,43.96,73.72760942,42.11,40.13,59.19,51.41,53.14,34.25,31.45,136.8,46.31,54.98,46.57,45.71,37.38,37.52,38.04
36.67,43.45,80.75169747,47.64,52.07,64.77,46.51,56.81,37.59,32.89,120.7791093,53.11,49.56,46.74,56.91,47.69,35.97,39.13
28.71,30.62,87.77578552,45.04,44.89,62.85,37.06,60.21,36.13,28.4,100.66,41.78,41.96,44.25,55.55,40.56,30.84,36.42
23.83,30.94,88.02,44.63,38.26,59.38,33.98,56.23,39.63,33.5,178.191706,42.21,44.78,40.98,61.5,45.49,47.57,35.73
77.31,60.1,131.41,84.61,97.15,129.94,64.14,113.53,61.39,42.83,278.91,70.59,56.82,81.07,85.47,77.11,89.93,84.99
62.24,54.37,108.83,70.13,89.72,110.17,52.84,106.49,39.90421177,32.5,174.1700189,55.06,48.87,69.96,63.22,63.15,72.73,63.09
19.42,47.82,100.23,59.03,62.41,94.39,39.55,82.92,37.34779495,29.08,113.618783,48.07,52.86,52.32,56.27,56.52,63.1,53.84
25.94981924,39.07,78.16,43.89,45.4,64.98,39.32,65.45,28,27.28,38.08,39.19,51.79,51.97379178,44.43,35.27,58.03,42.27
25.05682919,39.37,56.77,36.02,34.31,50.86,44.54,51.72,33.47201974,27.2,22.49,31.98,38.56,48.66888429,37.67,32.2,49.7,33.21
24.16383914,46.49,55.08,33.71,28.45,51.67,79.74,47.89,32.15266135,26.8,37.1839949,33.94,49.66,45.18,38.9,33.54,54.24,33.04
23.27084909,42.85,48.41,36.68,24.41,46.81,56.74716199,47.21,30.83330296,36.91,42.14125551,41.96,49.49,43.21,49.83,37.69,67.87,32.92
22.37785904,51.93,45.48,29.68,28.17,41.24,52.19812434,42.29,23.33,38.48,50.33,37.56,49.64,38.42,42.84,41.98,77.51,34.42
21.48486899,41.4,24.26,26.72,28.93,35.61,47.64908669,37.55,25.08,6.9,43.4937624,29.88,42.25,30.95,35.64,30.05,32.5,29.12
20.59187894,39.27,5.17,24.52,29.43,29.19,43.10004904,28.95,30.12,5.54,39.88900868,30.72,41.54,30.18,33.28,30.58,33.56,27.35
19.69888888,35.67,5.35,27.96,31.61,39.83,38.55101139,35.45,27.15,7.67,36.28425497,31.9,44.8,31.59,35.7,35.61,43.09,28.57
18.80589883,38.54,5.61,37.72,41.82,59.42,34.00197374,39.64,43.28,5.96,32.67950125,40.27,47.93,35.13,51.42,29.31,43.88,33.64
17.91290878,41.86,5.59,34.62,47.03,54.58,28.31,45.48,33.68,6.4,16.79,44.57,50.17,35.97,49.65,41.26,61.63,33.91
17.01991873,43.31,5.59,26.97,31.25,40.02,24.23,40.82,24.09,6.88,64.08,35.48,46.52,34.15072126,40.99,43.4,57.51,29.66
16.12692868,37.44,6.02,24.23,31,35.57,21.65,31.9,23.13,6.51,76.72,28.99,46.34,32.9845162,35.97,27.86,32.17,28.5
14.28,30.38,114.04,29.75,40.32,44,23.27,40.8,28.33,6.52,66.03,29.9,42.65,31.25,42.04,32.02,74.22,30.54
18.49,31.33,17.43,26.96,28.85,43.76,19.75,38.21,25.18,6.59,77.94,25.32,39.89,33.36,33.85,30.34,44.17,27.7
19.36,28.42,15.79,25.85,27.79,32.83,18.32,35.29,24.36,14.89,57.83,23.95,34.81,28.77,34.58,27.18,32.95,24.04
20.02,33.32,19.74,28.76,37.68,41.33,18.16,36.78,22.95,24.87,46.2,22.91,37.8,25.94,39.85,27.62,41.24,25.89
20.98,35.97,20.9,78.28,36.6,44.34,26.35,41.9,29.35,24.67,73.28,33.09,46.38,46.74,37.12,36.77,84.52,28.82
55.41,59.29,41.53,46.78,54.6,69.35,56.73,48.72,59.57,53.49,85.5,50.61,49.3,48.03,51.22,49.83,84.26,43.97
55.14,78.14,43.28,47.95,56.81,71.53,59.35,68.37,56.95,57.55,174.99,56.56,53.42,60.58,45.84,57.77,73.26,56.79
44.43,60.19,35.26,46.28,56.7,61.56,47.92,60.44,52.06,49.41,104.71,56.45,52.46,84.44,43.82,40.22,45,52.88
37.82,46.55,24.54,29.8,33.32,43,27.66,40.77,33.38,33.98,52.4,34.18,47.06,57.13,28.78,37.65,56.14140422,34.25
34.25,41.95,32.15,36.6,49.07,56.82,36.19,44.73,43.35,42.46,90.89,36.97,51.49,38.8,45.33,43.48,41.22,39.95
23.36,29.77,20.18,27.69,32.92,39,22.55,33.85,30.64,30.52,55.21,30.14,30.49,28.74,40.47,35.73,43.76,25.63
19.05,26.93,59.97,29.05,34.79,47.65,22.15,31.12,24.15,22.34,57.66,27.71,31.11,24.75,44.84,31.29,23.77,23.9
31.2,33.94,45.5,33.95,32.7,48.15,31.07,48.4,38.03,32.15,217.16,38.11,33.46,38.36,49.55,42.23,105.28,32.89
20.67,34.2,14.93,24.98,27.15,35.35,17.77,39.2,22.96,30.13,119.3991335,26.02,31.09,74.73,28.3,25.55,21.98,23.27
22.48,28.03,16.58,22.91,26.3,37.31,19.04,23.63,27.5,29.29,60.42,25.27,37.11,58.04,25.23,34.81,23.72,24.29
13.73,27.2,12.53,18,18.72,27.37,14.03,25.26,15.98,21.82,42.57,20.84,27.33,72.93,16.96,28.3,161.15,20.43
16.25,28.87,26.4,19.8,23.67,32.35,14.62,28.49,19.43,21.06,61.56,23.59,26.78,64.37,20.15,25.48,27.06,22.77
22.43,29.73,18.71,25.08,34.77,35.72,17.24,36.91,19.77,22.14257575,65.86,25.6,38.05,75.66,23.05,26.41,111.4118567,25.26
19.76,26.76,45.34,30.72,41.57,44.85,22.31,38.48,20.26,22.18725882,86.64,27.16,40.54,48.44,27.13,33.43,190.02,30.60399719
22.68,27.38,66.73,32.36,40.67,47.69,21.3,48.37,21.42,20.16,92.65,26.92,42.24,41,30.14,46.29,74.1,35.43034407
34.59,33.41,100.91,52.47,72.07,73.91,36.14,71.07,41.08,27.09,157.48,35.44,58.83,46.09,51.87,49.66,54.29,40.25669095
60.49,38.62,104.8,58.57,85.48,87.96,41.65,84.45,44.01,29.46,180.49,42.96,57.2,42.66,78.94,60.58,420.62,48.28
51.94,32.47,88.95,42.73,56.44,66.75,29.31,57.69,30.08,19.03,121.22,36.74,53.22,36.92918378,44.94,52.51,289.03,37
41.06,22.61,66.63,30.21,39.01,45.03,19.28,47.4,19.67,16.9,231.03,25.34,37.75,31.65,25.19,26.4,76.51,27.36
33.33,19.64,60.55,30.66,42.85,41.17,19.57,46.86,19.72,22.14,99.76,22.75,34.88,25.88,23.4,22.21,88.46,25.31
51.14,17.98,51.02,30.62,43.53,44.72,23.41,44.91,21.79,21.64,105.77,24.67,36.58,29.33,26.54,23.9,165.38,27.96
47.02,16.61,60.64,28.96,43.53,42.78,24.16,44.41,27.44,13.32,123.83,23.76,32.09,27.19,25.89,28.03,82.12,24.86
65.62,18.76,59.18,32.05,45.79,50.63,28.74,53.02,29.91,11.07,180.71,30.09,45.43,33.55896487,42.57,34.18,69.92,29.65
45.85,22.22,77.16,44.7,60.33,61.87,36.54,71.95,43,7.04,207.7,38.69,53.89,38.29892021,58.28,39.67,42.49,44.36
70.8647743,15.54,55,31.73,41.96,42.72,21.88,43.04,26.89,4.07,239.48,28.71,36.91,43.03887555,31.19,28.99,70.73077942,25.44
89.1605113,22.12,69.91,36.26,44.78,46.85,24.8,52.91,29.34,5.41,117.29,28.5,44.41,47.7788309,34.13,28.57,31.86,29.97
107.4562483,43.4,107.71,63.45,85.77,93.54,46.7,89.32,46.51,6.13,198.01,45.34,55.4,52.51878624,61.6,47.59,55.51,65
136.25,59.77,116.07,88.22,103.29,121.64,70.81,126.78,69.26,13.02,209.15,63,63.62,57.25874158,71.04,66.12,88.12,59.71304315
103.23,53.82,133.28,77.26,87.97,117.31,58.91,118.28,57.86,13.45,173.9315956,55.19,65.55,67.96,78.07,56.12,77.35,63.33
77.94,37.11,94.72,53.17,70.89,80.39,38.16,81.99,43.72,11.25,156.55,39.89,53.71,49.03,43.75,44.01,52.15,49.13
50.21,29.57,83.46,39.24,50.22,61.18,26.95,57.41,40.8,12.68,114.28,36.04,49.53,35.79,40.44,31.33,38.13,35.44
28.81,20.55,59.07,23.98,39.04,40.35,13.32,34.64,25.9,7.42,62.37,21.13,27.82,22.14,22.34,20.01,21.6,20.38
24.55,17.79,57.71,18.08,21.35,25.52,9.36,27.42,19.57,8.05,40.82,19.3,20.03,24.53439293,14.88,27.84,21.16,15.46
27.65,18.82,43.14,21.63,23.36,29.41,12.45,30.04,22.3,6.07,21.7,19.69,21.6,23.57088701,16.83,16.29,30.81,17.03
21.82,19.92,55.15,22.24,26.36,30.36,13.06,38.58,24.47,14.42,37.23,19.48,21.22,22.60738109,20.26,18.96,99.88,19.83
23.73,14.32,52.39,22.09,26.21,34.18,12.18,37.15,22,16.3,42.5,20.85,19.91,21.64387516,20.78,20.03,66.71915162,17.84
17.59,9.62,35.67,18,18.09,26.8,7.76,22.95,18.8,15.14927914,32.23,19.38,17.27,20.68036924,15.46,14.7,66.81,15.04
13.78,8.51,32.09,13.61,15.4,20.04,5.03,20.22,16.52,15.29251346,46.83,16.1,12.49,19.71686332,13.2,18.66,165.33,12.1
17.83,10.08,34.09,15.51,19.39,20.89,8.17,21.09,18.17,15.43574779,41.41,18.25,16.13,18.7533574,16.87,14.38,34.76,14.95
19.75,12.5,41.72,20.19,17.36,28.21,9.57,31.2,23.14,15.57898212,58.14,24.47,18.67,17.78985148,15.51,18.84,29.33,16.36
20.77,12.56,52.48,25.19,27.07,32.19934904,10.3,40.31,27.12,15.72221645,90.01,17.33,19.54,15.72,16.96,15.54,86.03,18.22
22.33,12.96,59.92,24.52,32.32,36.53552272,10.15,42.11,24.08,15.86545077,74.37198163,19.36,19.38,19.11,20.4,16.47,26.02,20.48
29.44,14.66,62.19,26.1,39.34,40.87169639,12.78,45.85,22.97,16.82,68.48398475,21.08,20.76,22.13,21.49,18.27,80.85,21.83
25.85,15.43,53.94,29.56,36.56,49.92,14.48,48.21,28.83,13.28,66.78,23.77,24.77,23.87,22.48,20.88,21.68,24.13
22.18,12.18,60.5,21.62,23.92,29.8,7.23,43.84,20.05,17.99,40.17,16.31,17.3,16.94,15.89,15.42,14.87,18.22
20.37,9.3,41.15,18.12,18.78,25.47,6.08,25.21,17.74,13.27,50.45,14.99,14.45,13.81,12.27,13.25,13.81,14.54
20.72,11.44,53.6,17.69,23.33,25.64,8.21,27.35,25.93,19.85,14.15,18.3,15.9,16.73,15.74,16.15,12.86,15.33
28.01,10.94,34.68,17.74,20.98,24.03,7.07,27.88,15.22,14.86,17.48,17.47,15.25,13.2,17.24,18.32,71.59,13.84
16.69,6.52,27.73,9.15,14.54,12.7,7.600985793,17.75,15.26,16.7,12.47,11.79,8.59,7.97,8.49,13.48,128.96,9.56
13.28,7.79,22.12,10.05,15.81419635,13.53,7.693609355,26.36,16.09,20.52,12.89,13.69,11.34,8.95,9.85,18.37,24.84,10.6
18.18,16.2,28.35,15.3,15.73753019,25.13,7.786232918,22.11,15.59,25.68,11.43,21.66,10.39,19.37,12.94,21.39,38.73,11.41
13.97,7.32,12.81,7.37,15.66086403,9.69,7.878856481,31.94,6.73,20.1,8.52,11.31,11.82,7.8,4.92,19.71,28.84,9.09
12.27,9.94,12.39,9.47,15.58419788,10.19,7.971480043,10.43,4.68,12.61,6.09,11.26,12.86,10.05,5.05,12.32,17.2,7.19
13.07,10.6,17.66,11.35,15.50753172,15.13,8.064103606,12.9,10.55,14.69,11.41,13.63,15.68,13.73,14.02,13.52,17.22,8.33
15.46,12,25.55,14.96,15.43086557,19.27,8.156727169,19.31,13.6,12.23,15.27,20.05,17.33,18.12,14.43,16.59,27.54,13.29
14.86,9.68,24.67,14.69,15.35419941,15.13,8.249350732,98.34,17.03,15.39,18.74,15.19,17.47,14.42,9.96,15.35,28.25,12.77
14.99,10.85,20.83,16.36,15.27753325,20.02,8.341974294,16.35,16.87,16.45,23.05,20.45,19.78,16.99,13.4,17.82,29.57,17.75
14.47,9.09,26.46,15.91,13.64,21.62,8.434597857,13.25,15.14,18.15,8.85,21.49,18.16,17.18,12.52,21.65,31.74,15.34
15.3,12.47,24.83,14.77,22.16,17.33,8.52722142,10.01,13.12,16.55,9.91,20.35,16.93,17.11,10.48,13.49,29.74,13.21
12.48,10.75,16.01,8.88,18.25829379,6.98,8.619844983,13.56814287,8.52,14.63,6.9,15.92,16.88,16,4.8,12.26,11.76,7.94
13.63,11.11,12.3,9.99,16.46188082,7.46,8.712468545,12.35669494,8.23,13.12,6.5,12.9,14.12,11.3,4.7,14.02,12.74,7.16
12.49,11.31,13.47,9.92,14.66546784,8.53,8.805092108,8.82,7.02,15.36,7.65,14.8,16.14,12.92,6.54,12.47,99.44245321,9.21
16.15,11.35,18.23,15.85,12.86905486,13.66,8.897715671,11.34,11.04,12.21,10.6,21.27,13.49,14.7,8.29,14.6,124.9884347,11.76
16.33,17.09,19.05,13.21,11.07264189,15.78,8.990339234,14.6,15.63,19.5,31.83,22.99,11.48,15.94,9.16,19.72,150.5344162,9.83
11.15,13.43,16.63,14.8,10,17.15,9.082962796,12.83,10.44,19.89,21.01,19.2,12.15,13.21,8.23,14.08,176.0803977,12.29
10.51,9.31,13.56,10.14,3.5,10.33,9.175586359,9.22,6.7,21.26,15.91,11.87,9.27,7.74,6.92,15.35445381,201.6263792,8.7
10.3,7.36,10.73,7.76,7.33,6.26,9.268209922,7.72,7.38,11.55,31.91,9.46,9.97,7.03,5.64,15.49580369,227.1723607,8.33
15.84,10.65,15.73,10.79,3.33,10.29,9.360833484,8.89,10.52,15.5,113.5355653,17.92,17.94,11.79,7.64,15.63715358,252.7183422,11.76
14.1,14.19,22.44,19.13,8.7159049,15.07,9.453457047,15.2,14.05,19.34,232.36,25.12,20.55,17.71,7.76,15.77850346,412.59,12.41
16.66,14.84,24.05,21.48,14.53,21.09,9.54608061,18.45,28.07,19.41,104.2632082,20.82,22.63,18.97,13.03,15.91985335,258.95,13.39
17.1,9.95,39.369789,11.83,6.98,9.31,9.638704173,6.33,14.6,15.25,5.14,20.87,22.77,13.92,6.35,16.06120323,108.63,10.02
18.95,9.75,51.5766069,14.33,13.64,10.98,9.731327735,6.86,17.12,22.15,12.9,18.18,29.14,11.37,8.08,16.20255312,833.8,18.64
19.03401035,10.29,59.66,21.64,29.59,24.94,9.823951298,21.24,29.05,16.08,23.56,18.55,40.03,18.37,14.66,16.343903,287.4827119,27.95
19.39017872,8.96,95.15,18.4,23.11,22.28,9.916574861,15.79,20.96,15.91,18.7,16.84,35.5,14.67,11.26,16.48525288,111.29,21.83
19.7463471,8.16,103.36,12.74,12.94,13.36,10.00919842,10.56,13.94,11.67,13.65,14.38,31.01,11.82,8.96,16.62660277,33.28,18.85
20.10251547,5.02,26.3,6.85,13.84,9.39,10.10182199,5.36,8.29,19.7,9.77,13.76,28.26,11.4,6.51,17.88,486.66,13.79
20.45868385,9.56,35.83,11.53026644,13.68,10.52,10.19444555,10.83,9.55,16.35,13.61,19.44,32.17,15.15,7.34,13.47,206.6529328,14.63
20.81485222,7.92,26.62,13.44839175,22.26,20.1,10.88,12.37,13.41344464,13.45,18.5,22.39,34.89,15.07,11.95,13.6,189.25,19.44
21.1710206,9.31,31.52,15.36651706,26,22.53,10.94,19.78,14.55,13.77,24.41,21.41,32.16556356,16.12,12.03,18.91,40.58,21.3
21.52718897,7.23,31.86647139,18.05,27.93,21.47957237,8.35,16.97,17.31,11.06,24.27954757,19.8,30.57847165,13.63,10.54313803,14,28.14,18.35
21.88335734,7.98,32.52355849,18.29,21.65,21.23122275,6.57,16.07,11.34,12.78,25.42983842,16.6,28.99137975,13.58,8.89,12.39979586,133.4096291,17.19
22.23952572,8.94,33.18064559,17.41,20.06,20.98287313,8.25,16.62,4.87,13.17,26.58012928,15.35,27.40428785,13.12,10.73,9.33,134.8032633,19.67
22.59569409,7.19,33.83773269,14.96,16.3,20.73452351,6.1,15.88920785,12.92413273,12.42174361,27.73042013,17.12,25.81719594,12.76,10.59,11.18990864,136.1968974,16.5
22.95186247,6.7,34.4948198,14.8,17.82,20.48617389,5.77,15.54875152,13.99,11.09,28.88071098,15.41,24.23010404,11.32,8.88,11.85667864,137.5905316,17.1
23.30803084,7,35.1519069,13.39,25.00895423,20.23782427,6.63,14.96,10.83,13.52,30.03100183,16.85,22.64301214,12.71,20.65,12.52344863,138.9841658,18.85
23.66419922,11.23,35.808994,23.11,35.55,19.98947464,16.01,15.88,18.92,14.37,31.18129268,24.51,21.05592023,18.26,25.07,13.19021862,245.68,23.37
24.02036759,10.68,36.46608111,18.07,21.06,19.74112502,8.28,14.68,16.79,12.03,32.33158354,20.71,19.46882833,15.22,14.72,13.85698861,248.17,18.92
24.37653597,8.78,37.12316821,16.24,13.11,19.4927754,5.73,11.68,19.71,13.4,33.48187439,18.94,17.88173642,12.4,13.31,14.53,19.81,13.79
24.73270434,8.8,37.78025531,17.6,14.81,19.24442578,6.8,13.85,17.05,9.47,34.63216524,21.52,16.29464452,10.97,16.65,16.03,25.28,15.56
25.08887272,10.93,38.43734241,19.61,23.91,18.99607616,3.38,13.89,18.84,14.91,43.75,19.79,14.70755262,11.74,23.82,14.26,21.02,18.39
25.44504109,8.72,39.09442952,16.36,14,18.74772654,7.005163591,11.49,19.07,11.43,11.01,19.67,13.12046071,9.45,16.84,11.97,18.47,13.74
25.80120946,7.5,39.75151662,16.53,12.87,18.49937692,8.21960636,8.83,21.3,14.89,6.42,20.53,11.53336881,9.33,13.98,10.73,17.28,10.69
26.15737784,10.14,40.40860372,17.33,17.65,18.2510273,9.434049129,11.86,17.96,7.517996522,6.68,20.49,9.57,13.81,16.1,12.15,24.85,13.84033994
26.51354621,8.81,41.06569083,17.24,14.78,18.00267768,10.6484919,12.76,20.39,0.71,7.42,17.84,9.76,12.02,14.02,11.83,21.14,17
26.86971459,7.28,41.72277793,14.21,13.36,17.75432806,11.86293467,9.61,20.54491288,1.06,6.61,16.74,8.19,13.2093979,12.07,10.74,18.28,13.65509911
27.22588296,9.16,42.37986503,14.24,12.64,17.50597843,13.07737744,9.81,21.62,0.58,5.91,19.46,5.52,14.00325658,12.15,8.89,17.72,10.86
27.58205134,8.4,43.03695214,16.18,11.31,17.25762881,14.29182021,9.04,21.07,7.48,6.82,21.13,9.08,14.58,13.73,10.69,23.64,10.66
27.93821971,1.58,43.69403924,17.03,8.98,17.00927919,15.50626297,9.12,23.6,11.02,8.9,22.62,7.95,16.23,15.38,14.38,35.84,14.11
28.29438809,2.582127018,48.73,24.86,11.37,16.76092957,21.34,19.03,19.64,11.65,14.46,27.01,7.97,19.52,23.58,17.75,22.78,13.89
28.65055646,2.851227654,32.24,22.4,13.08,16.51257995,13.32,20.46,20.56,10.48,18.12,20.57,9.05,12.96,26.93,10.94,16.51,8.98
29.00672484,3.12032829,33.67,18.89,9.38,16.26423033,10.36,15.28,19.38,10.77,15.42,16.73,7.63,11.28,18.18,12.02,14.86,8.77
29.36289321,3.389428927,22.85607216,20.66,11.15,16.01588071,10.7,14.81,22.06,11.2,17.31,17.95,10.01,11.23,16.36,8.05,16.43,9.75
29.71906158,3.658529563,11.5,16.34,11.58,15.76753109,13.88,13.76,19.65,12.8,13.21,12.88,8.56,12.08,15.7,8.05,13.9,8.16
30.07522996,3.927630199,12.66,17.57,13.88,15.5,14.12,13.7,17.5,10.04,15.32,20.25,11.26,13.08,17.64,10.94,15.87,8.366943713
